,country_name,country_name_short,vote_share,seats,party_id,party_name,party_name_english,election_year,election_id,family_id,family_name,left_right,liberty_authority,eu_anti_pro,turnout,enp_votes,enp_seats,disproportionality,advantage_ratio,polarization_vote,polarization_seats,calculation_date
1507,Czech Republic,CZE,,3.0,2024,Starostové a nezávislí,Mayors and Independents,2011,599,16.0,Special issue,,,,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1502,Czech Republic,CZE,22.08,56.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2012,599,11.0,Social democracy,3.0463,4.2463,8.5647,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1503,Czech Republic,CZE,20.22,53.0,829,Občanská demokratická strana,Civic Democratic Party,2012,599,26.0,Conservative,7.3637,4.0087,4.456,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1504,Czech Republic,CZE,16.7,38.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2012,599,26.0,Conservative,7.4,7.0,7.9,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1505,Czech Republic,CZE,11.27,26.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2012,599,14.0,Communist/Socialist,0.7498,6.4265,2.4656,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1506,Czech Republic,CZE,10.88,24.0,336,Věci veřejné,Public Affairs,2012,599,6.0,Liberal,6.0,3.5,8.7,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1507,Czech Republic,CZE,,3.0,2024,Starostové a nezávislí,Mayors and Independents,2012,599,16.0,Special issue,,,,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.4904082275576738,0.5015026186239311,2019-08-27 10:11:41
1513,Czech Republic,CZE,20.45,50.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2013,805,11.0,Social democracy,3.0463,4.2463,8.5647,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1514,Czech Republic,CZE,18.65,47.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2013,805,6.0,Liberal,6.0,3.5,8.7,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1515,Czech Republic,CZE,14.91,33.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2013,805,14.0,Communist/Socialist,0.7498,6.4265,2.4656,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1516,Czech Republic,CZE,11.99,21.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2013,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1517,Czech Republic,CZE,7.72,16.0,829,Občanská demokratická strana,Civic Democratic Party,2013,805,26.0,Conservative,7.3637,4.0087,4.456,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1518,Czech Republic,CZE,6.78,14.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2013,805,3.0,Christian democracy,5.8099,7.9119,8.4535,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1519,Czech Republic,CZE,6.88,14.0,2262,Úsvit přímé demokracie,Dawn of Direct Democracy,2013,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1520,Czech Republic,CZE,,5.0,2024,Starostové a nezávislí,Mayors and Independents,2013,805,16.0,Special issue,,,,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1513,Czech Republic,CZE,20.45,50.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2014,805,11.0,Social democracy,3.0463,4.2463,8.5647,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1514,Czech Republic,CZE,18.65,47.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2014,805,6.0,Liberal,6.0,3.5,8.7,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1515,Czech Republic,CZE,14.91,33.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2014,805,14.0,Communist/Socialist,0.7498,6.4265,2.4656,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1516,Czech Republic,CZE,11.99,21.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2014,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1517,Czech Republic,CZE,7.72,16.0,829,Občanská demokratická strana,Civic Democratic Party,2014,805,26.0,Conservative,7.3637,4.0087,4.456,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1518,Czech Republic,CZE,6.78,14.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2014,805,3.0,Christian democracy,5.8099,7.9119,8.4535,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1519,Czech Republic,CZE,6.88,14.0,2262,Úsvit přímé demokracie,Dawn of Direct Democracy,2014,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1520,Czech Republic,CZE,,5.0,2024,Starostové a nezávislí,Mayors and Independents,2014,805,16.0,Special issue,,,,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1513,Czech Republic,CZE,20.45,50.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2015,805,11.0,Social democracy,3.0463,4.2463,8.5647,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1514,Czech Republic,CZE,18.65,47.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2015,805,6.0,Liberal,6.0,3.5,8.7,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1515,Czech Republic,CZE,14.91,33.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2015,805,14.0,Communist/Socialist,0.7498,6.4265,2.4656,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1516,Czech Republic,CZE,11.99,21.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2015,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1517,Czech Republic,CZE,7.72,16.0,829,Občanská demokratická strana,Civic Democratic Party,2015,805,26.0,Conservative,7.3637,4.0087,4.456,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1518,Czech Republic,CZE,6.78,14.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2015,805,3.0,Christian democracy,5.8099,7.9119,8.4535,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1519,Czech Republic,CZE,6.88,14.0,2262,Úsvit přímé demokracie,Dawn of Direct Democracy,2015,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1520,Czech Republic,CZE,,5.0,2024,Starostové a nezávislí,Mayors and Independents,2015,805,16.0,Special issue,,,,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1513,Czech Republic,CZE,20.45,50.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2016,805,11.0,Social democracy,3.0463,4.2463,8.5647,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1514,Czech Republic,CZE,18.65,47.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2016,805,6.0,Liberal,6.0,3.5,8.7,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1515,Czech Republic,CZE,14.91,33.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2016,805,14.0,Communist/Socialist,0.7498,6.4265,2.4656,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1516,Czech Republic,CZE,11.99,21.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2016,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1517,Czech Republic,CZE,7.72,16.0,829,Občanská demokratická strana,Civic Democratic Party,2016,805,26.0,Conservative,7.3637,4.0087,4.456,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1518,Czech Republic,CZE,6.78,14.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2016,805,3.0,Christian democracy,5.8099,7.9119,8.4535,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1519,Czech Republic,CZE,6.88,14.0,2262,Úsvit přímé demokracie,Dawn of Direct Democracy,2016,805,26.0,Conservative,7.4,7.0,7.9,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1520,Czech Republic,CZE,,5.0,2024,Starostové a nezávislí,Mayors and Independents,2016,805,16.0,Special issue,,,,59.44,7.6302223339965,5.787037037037036,6.111374640782548,1.260053619302949,0.4722246480509064,0.4852243717225053,2019-08-27 10:11:41
1525,Czech Republic,CZE,29.64,78.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2017,1020,6.0,Liberal,6.0,3.5,8.7,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1526,Czech Republic,CZE,11.32,25.0,829,Občanská demokratická strana,Civic Democratic Party,2017,1020,26.0,Conservative,7.3637,4.0087,4.456,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1527,Czech Republic,CZE,10.79,22.0,2261,Ceska piratska strana,Czech Pirate Party,2017,1020,16.0,Special issue,,,,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1528,Czech Republic,CZE,10.64,22.0,2654,Svoboda a přímá demokracie Tomio Okamura,Freedom and Direct Democracy Tomio Okamura,2017,1020,40.0,Right-wing,8.8,8.5,2.3,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1529,Czech Republic,CZE,7.27,15.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2017,1020,11.0,Social democracy,3.0463,4.2463,8.5647,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1530,Czech Republic,CZE,7.76,15.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2017,1020,14.0,Communist/Socialist,0.7498,6.4265,2.4656,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1531,Czech Republic,CZE,5.8,10.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2017,1020,3.0,Christian democracy,5.8099,7.9119,8.4535,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1532,Czech Republic,CZE,5.31,7.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2017,1020,26.0,Conservative,7.4,7.0,7.9,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1533,Czech Republic,CZE,5.18,6.0,2024,Starostové a nezávislí,Mayors and Independents,2017,1020,16.0,Special issue,,,,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1525,Czech Republic,CZE,29.64,78.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2018,1020,6.0,Liberal,6.0,3.5,8.7,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1526,Czech Republic,CZE,11.32,25.0,829,Občanská demokratická strana,Civic Democratic Party,2018,1020,26.0,Conservative,7.3637,4.0087,4.456,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1527,Czech Republic,CZE,10.79,22.0,2261,Ceska piratska strana,Czech Pirate Party,2018,1020,16.0,Special issue,,,,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1528,Czech Republic,CZE,10.64,22.0,2654,Svoboda a přímá demokracie Tomio Okamura,Freedom and Direct Democracy Tomio Okamura,2018,1020,40.0,Right-wing,8.8,8.5,2.3,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1529,Czech Republic,CZE,7.27,15.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2018,1020,11.0,Social democracy,3.0463,4.2463,8.5647,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1530,Czech Republic,CZE,7.76,15.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2018,1020,14.0,Communist/Socialist,0.7498,6.4265,2.4656,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1531,Czech Republic,CZE,5.8,10.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2018,1020,3.0,Christian democracy,5.8099,7.9119,8.4535,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1532,Czech Republic,CZE,5.31,7.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2018,1020,26.0,Conservative,7.4,7.0,7.9,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1533,Czech Republic,CZE,5.18,6.0,2024,Starostové a nezávislí,Mayors and Independents,2018,1020,16.0,Special issue,,,,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1525,Czech Republic,CZE,29.64,78.0,2263,Akce nespokojených občanů,Action of Dissatisfied Citizens,2019,1020,6.0,Liberal,6.0,3.5,8.7,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1526,Czech Republic,CZE,11.32,25.0,829,Občanská demokratická strana,Civic Democratic Party,2019,1020,26.0,Conservative,7.3637,4.0087,4.456,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1527,Czech Republic,CZE,10.79,22.0,2261,Ceska piratska strana,Czech Pirate Party,2019,1020,16.0,Special issue,,,,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1528,Czech Republic,CZE,10.64,22.0,2654,Svoboda a přímá demokracie Tomio Okamura,Freedom and Direct Democracy Tomio Okamura,2019,1020,40.0,Right-wing,8.8,8.5,2.3,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1529,Czech Republic,CZE,7.27,15.0,789,Česká strana sociálně demokratická,Czech Social Democratic Party,2019,1020,11.0,Social democracy,3.0463,4.2463,8.5647,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1530,Czech Republic,CZE,7.76,15.0,1173,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,2019,1020,14.0,Communist/Socialist,0.7498,6.4265,2.4656,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1531,Czech Republic,CZE,5.8,10.0,1245,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,2019,1020,3.0,Christian democracy,5.8099,7.9119,8.4535,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1532,Czech Republic,CZE,5.31,7.0,2,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,2019,1020,26.0,Conservative,7.4,7.0,7.9,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1533,Czech Republic,CZE,5.18,6.0,2024,Starostové a nezávislí,Mayors and Independents,2019,1020,16.0,Special issue,,,,60.79,6.93188089170884,4.8123195380173245,7.159954608794669,1.3157894736842106,0.4016373139593168,0.3965619659653721,2019-08-27 10:11:41
1925,Denmark,DNK,40.0,57.0,1629,Socialdemokraterne,Social Democrats,1947,541,11.0,Social democracy,3.8011,4.2722,7.4311,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1926,Denmark,DNK,27.58,49.0,1605,Venstre,Liberal Party,1947,541,6.0,Liberal,7.292000000000001,4.9957,9.0268,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1927,Denmark,DNK,12.4,17.0,590,Konservative,Conservatives,1947,541,26.0,Conservative,7.2186,6.5055,7.7791,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1928,Denmark,DNK,6.9,10.0,211,Det Radikale Venstre,Danish Social Liberal Party,1947,541,6.0,Liberal,4.8736,2.3903,7.8594,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1929,Denmark,DNK,6.8,9.0,1239,Danmarks Kommunistiske Parti,Communist Party of Denmark,1947,541,14.0,Communist/Socialist,1.0,3.0,0.4167,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1930,Denmark,DNK,4.5,6.0,1606,Retsforbund,Justice Party,1947,541,6.0,Liberal,6.0,3.5,0.2333,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1931,Denmark,DNK,,2.0,1634,Grønland og Færøerne,Greenland and Faroe Islands,1947,541,12.0,no family,,,,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1925,Denmark,DNK,40.0,57.0,1629,Socialdemokraterne,Social Democrats,1948,541,11.0,Social democracy,3.8011,4.2722,7.4311,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1926,Denmark,DNK,27.58,49.0,1605,Venstre,Liberal Party,1948,541,6.0,Liberal,7.292000000000001,4.9957,9.0268,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1927,Denmark,DNK,12.4,17.0,590,Konservative,Conservatives,1948,541,26.0,Conservative,7.2186,6.5055,7.7791,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1928,Denmark,DNK,6.9,10.0,211,Det Radikale Venstre,Danish Social Liberal Party,1948,541,6.0,Liberal,4.8736,2.3903,7.8594,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1929,Denmark,DNK,6.8,9.0,1239,Danmarks Kommunistiske Parti,Communist Party of Denmark,1948,541,14.0,Communist/Socialist,1.0,3.0,0.4167,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1930,Denmark,DNK,4.5,6.0,1606,Retsforbund,Justice Party,1948,541,6.0,Liberal,6.0,3.5,0.2333,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1931,Denmark,DNK,,2.0,1634,Grønland og Færøerne,Greenland and Faroe Islands,1948,541,12.0,no family,,,,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1925,Denmark,DNK,40.0,57.0,1629,Socialdemokraterne,Social Democrats,1949,541,11.0,Social democracy,3.8011,4.2722,7.4311,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1926,Denmark,DNK,27.58,49.0,1605,Venstre,Liberal Party,1949,541,6.0,Liberal,7.292000000000001,4.9957,9.0268,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1927,Denmark,DNK,12.4,17.0,590,Konservative,Conservatives,1949,541,26.0,Conservative,7.2186,6.5055,7.7791,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1928,Denmark,DNK,6.9,10.0,211,Det Radikale Venstre,Danish Social Liberal Party,1949,541,6.0,Liberal,4.8736,2.3903,7.8594,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1929,Denmark,DNK,6.8,9.0,1239,Danmarks Kommunistiske Parti,Communist Party of Denmark,1949,541,14.0,Communist/Socialist,1.0,3.0,0.4167,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1930,Denmark,DNK,4.5,6.0,1606,Retsforbund,Justice Party,1949,541,6.0,Liberal,6.0,3.5,0.2333,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1931,Denmark,DNK,,2.0,1634,Grønland og Færøerne,Greenland and Faroe Islands,1949,541,12.0,no family,,,,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.3877229402322139,2019-08-27 10:11:41
1933,Denmark,DNK,39.6,59.0,1629,Socialdemokraterne,Social Democrats,1950,430,11.0,Social democracy,3.8011,4.2722,7.4311,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1934,Denmark,DNK,21.3,32.0,1605,Venstre,Liberal Party,1950,430,6.0,Liberal,7.292000000000001,4.9957,9.0268,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1935,Denmark,DNK,17.8,27.0,590,Konservative,Conservatives,1950,430,26.0,Conservative,7.2186,6.5055,7.7791,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1936,Denmark,DNK,8.2,12.0,211,Det Radikale Venstre,Danish Social Liberal Party,1950,430,6.0,Liberal,4.8736,2.3903,7.8594,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1937,Denmark,DNK,8.2,12.0,1606,Retsforbund,Justice Party,1950,430,6.0,Liberal,6.0,3.5,0.2333,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1938,Denmark,DNK,4.6,7.0,1239,Danmarks Kommunistiske Parti,Communist Party of Denmark,1950,430,14.0,Communist/Socialist,1.0,3.0,0.4167,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1939,Denmark,DNK,,2.0,1634,Grønland og Færøerne,Greenland and Faroe Islands,1950,430,12.0,no family,,,,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
1933,Denmark,DNK,39.6,59.0,1629,Socialdemokraterne,Social Democrats,1951,430,11.0,Social democracy,3.8011,4.2722,7.4311,81.87,4.008947971873221,4.0898654708520175,0.5076153540429905,1.0077742585660812,0.3669478901390193,0.3666069476735092,2019-08-27 10:11:41
