,country_name,country_name_short,vote_share,seats,party_id,party_name,party_name_english,election_year,family_id,family_name,left_right,liberty_authority,eu_anti_pro
555,Belgium,BEL,6.7,12.0,290,Volksunie,People's Union,1966,40,Right-wing,6.5321,6.06,6.4243
556,Belgium,BEL,4.6,6.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1966,14,Communist/Socialist,1.4,3.0,4.45
557,Belgium,BEL,1.3,3.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1966,6,Liberal,6.1259,5.8,8.7274
558,Belgium,BEL,,2.0,2300,one seat,one seat,1966,12,no family,,,
552,Belgium,BEL,34.45,77.0,1051,Parti Social Chrétien – Christelijke Volkspartij,Francophone Christian Social Party and Flemish Christian People's Party,1967,3,Christian democracy,6.2,7.2,8.3
553,Belgium,BEL,28.28,64.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1967,11,Social democracy,2.5,3.5,8.1
554,Belgium,BEL,21.6,48.0,63,Liberale Partij – Parti libéral,Liberal Party,1967,6,Liberal,6.0,3.5,8.7
555,Belgium,BEL,6.7,12.0,290,Volksunie,People's Union,1967,40,Right-wing,6.5321,6.06,6.4243
556,Belgium,BEL,4.6,6.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1967,14,Communist/Socialist,1.4,3.0,4.45
557,Belgium,BEL,1.3,3.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1967,6,Liberal,6.1259,5.8,8.7274
558,Belgium,BEL,,2.0,2300,one seat,one seat,1967,12,no family,,,
560,Belgium,BEL,28.0,59.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1968,11,Social democracy,2.5,3.5,8.1
561,Belgium,BEL,20.0,50.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1968,3,Christian democracy,5.7667,7.2083,8.9013
562,Belgium,BEL,20.9,47.0,63,Liberale Partij – Parti libéral,Liberal Party,1968,6,Liberal,6.0,3.5,8.7
563,Belgium,BEL,9.8,20.0,290,Volksunie,People's Union,1968,40,Right-wing,6.5321,6.06,6.4243
564,Belgium,BEL,11.7,19.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1968,3,Christian democracy,5.4974,6.6409,8.7795
565,Belgium,BEL,2.5,7.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1968,6,Liberal,6.1259,5.8,8.7274
566,Belgium,BEL,3.4,5.0,460,Rassemblement Wallon,Walloon Rally,1968,11,Social democracy,2.6,3.5,8.1
567,Belgium,BEL,3.3,5.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1968,14,Communist/Socialist,1.4,3.0,4.45
560,Belgium,BEL,28.0,59.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1969,11,Social democracy,2.5,3.5,8.1
561,Belgium,BEL,20.0,50.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1969,3,Christian democracy,5.7667,7.2083,8.9013
562,Belgium,BEL,20.9,47.0,63,Liberale Partij – Parti libéral,Liberal Party,1969,6,Liberal,6.0,3.5,8.7
563,Belgium,BEL,9.8,20.0,290,Volksunie,People's Union,1969,40,Right-wing,6.5321,6.06,6.4243
564,Belgium,BEL,11.7,19.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1969,3,Christian democracy,5.4974,6.6409,8.7795
565,Belgium,BEL,2.5,7.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1969,6,Liberal,6.1259,5.8,8.7274
566,Belgium,BEL,3.4,5.0,460,Rassemblement Wallon,Walloon Rally,1969,11,Social democracy,2.6,3.5,8.1
567,Belgium,BEL,3.3,5.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1969,14,Communist/Socialist,1.4,3.0,4.45
560,Belgium,BEL,28.0,59.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1970,11,Social democracy,2.5,3.5,8.1
561,Belgium,BEL,20.0,50.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1970,3,Christian democracy,5.7667,7.2083,8.9013
562,Belgium,BEL,20.9,47.0,63,Liberale Partij – Parti libéral,Liberal Party,1970,6,Liberal,6.0,3.5,8.7
563,Belgium,BEL,9.8,20.0,290,Volksunie,People's Union,1970,40,Right-wing,6.5321,6.06,6.4243
564,Belgium,BEL,11.7,19.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1970,3,Christian democracy,5.4974,6.6409,8.7795
565,Belgium,BEL,2.5,7.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1970,6,Liberal,6.1259,5.8,8.7274
566,Belgium,BEL,3.4,5.0,460,Rassemblement Wallon,Walloon Rally,1970,11,Social democracy,2.6,3.5,8.1
567,Belgium,BEL,3.3,5.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1970,14,Communist/Socialist,1.4,3.0,4.45
568,Belgium,BEL,27.2,61.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1971,11,Social democracy,2.5,3.5,8.1
569,Belgium,BEL,19.7,47.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1971,3,Christian democracy,5.7667,7.2083,8.9013
570,Belgium,BEL,11.1,21.0,290,Volksunie,People's Union,1971,40,Right-wing,6.5321,6.06,6.4243
571,Belgium,BEL,9.48,20.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1971,6,Liberal,7.0053,3.7139,8.7549
572,Belgium,BEL,10.4,20.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1971,3,Christian democracy,5.4974,6.6409,8.7795
573,Belgium,BEL,6.7,14.0,460,Rassemblement Wallon,Walloon Rally,1971,11,Social democracy,2.6,3.5,8.1
574,Belgium,BEL,5.66,11.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1971,6,Liberal,6.8551,4.4381,9.0856
575,Belgium,BEL,4.5,10.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1971,6,Liberal,6.1259,5.8,8.7274
576,Belgium,BEL,3.1,5.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1971,14,Communist/Socialist,1.4,3.0,4.45
577,Belgium,BEL,1.3,3.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1971,6,Liberal,6.0,3.5,8.7
568,Belgium,BEL,27.2,61.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1972,11,Social democracy,2.5,3.5,8.1
569,Belgium,BEL,19.7,47.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1972,3,Christian democracy,5.7667,7.2083,8.9013
570,Belgium,BEL,11.1,21.0,290,Volksunie,People's Union,1972,40,Right-wing,6.5321,6.06,6.4243
571,Belgium,BEL,9.48,20.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1972,6,Liberal,7.0053,3.7139,8.7549
572,Belgium,BEL,10.4,20.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1972,3,Christian democracy,5.4974,6.6409,8.7795
573,Belgium,BEL,6.7,14.0,460,Rassemblement Wallon,Walloon Rally,1972,11,Social democracy,2.6,3.5,8.1
574,Belgium,BEL,5.66,11.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1972,6,Liberal,6.8551,4.4381,9.0856
575,Belgium,BEL,4.5,10.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1972,6,Liberal,6.1259,5.8,8.7274
576,Belgium,BEL,3.1,5.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1972,14,Communist/Socialist,1.4,3.0,4.45
577,Belgium,BEL,1.3,3.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1972,6,Liberal,6.0,3.5,8.7
568,Belgium,BEL,27.2,61.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1973,11,Social democracy,2.5,3.5,8.1
569,Belgium,BEL,19.7,47.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1973,3,Christian democracy,5.7667,7.2083,8.9013
570,Belgium,BEL,11.1,21.0,290,Volksunie,People's Union,1973,40,Right-wing,6.5321,6.06,6.4243
571,Belgium,BEL,9.48,20.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1973,6,Liberal,7.0053,3.7139,8.7549
572,Belgium,BEL,10.4,20.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1973,3,Christian democracy,5.4974,6.6409,8.7795
573,Belgium,BEL,6.7,14.0,460,Rassemblement Wallon,Walloon Rally,1973,11,Social democracy,2.6,3.5,8.1
574,Belgium,BEL,5.66,11.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1973,6,Liberal,6.8551,4.4381,9.0856
575,Belgium,BEL,4.5,10.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1973,6,Liberal,6.1259,5.8,8.7274
576,Belgium,BEL,3.1,5.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1973,14,Communist/Socialist,1.4,3.0,4.45
577,Belgium,BEL,1.3,3.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1973,6,Liberal,6.0,3.5,8.7
579,Belgium,BEL,26.7,59.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1974,11,Social democracy,2.5,3.5,8.1
580,Belgium,BEL,23.3,50.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1974,3,Christian democracy,5.7667,7.2083,8.9013
581,Belgium,BEL,9.1,22.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1974,3,Christian democracy,5.4974,6.6409,8.7795
582,Belgium,BEL,10.2,22.0,290,Volksunie,People's Union,1974,40,Right-wing,6.5321,6.06,6.4243
583,Belgium,BEL,9.6,21.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1974,6,Liberal,7.0053,3.7139,8.7549
584,Belgium,BEL,5.9,13.0,460,Rassemblement Wallon,Walloon Rally,1974,11,Social democracy,2.6,3.5,8.1
585,Belgium,BEL,5.0,9.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1974,6,Liberal,6.1259,5.8,8.7274
586,Belgium,BEL,5.6,9.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1974,6,Liberal,6.8551,4.4381,9.0856
587,Belgium,BEL,3.2,4.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1974,14,Communist/Socialist,1.4,3.0,4.45
588,Belgium,BEL,,3.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1974,6,Liberal,6.0,3.5,8.7
589,Belgium,BEL,0.3,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1974,14,Communist/Socialist,1.3,3.0,3.3
579,Belgium,BEL,26.7,59.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1975,11,Social democracy,2.5,3.5,8.1
580,Belgium,BEL,23.3,50.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1975,3,Christian democracy,5.7667,7.2083,8.9013
581,Belgium,BEL,9.1,22.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1975,3,Christian democracy,5.4974,6.6409,8.7795
582,Belgium,BEL,10.2,22.0,290,Volksunie,People's Union,1975,40,Right-wing,6.5321,6.06,6.4243
583,Belgium,BEL,9.6,21.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1975,6,Liberal,7.0053,3.7139,8.7549
584,Belgium,BEL,5.9,13.0,460,Rassemblement Wallon,Walloon Rally,1975,11,Social democracy,2.6,3.5,8.1
585,Belgium,BEL,5.0,9.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1975,6,Liberal,6.1259,5.8,8.7274
586,Belgium,BEL,5.6,9.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1975,6,Liberal,6.8551,4.4381,9.0856
587,Belgium,BEL,3.2,4.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1975,14,Communist/Socialist,1.4,3.0,4.45
588,Belgium,BEL,,3.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1975,6,Liberal,6.0,3.5,8.7
589,Belgium,BEL,0.3,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1975,14,Communist/Socialist,1.3,3.0,3.3
579,Belgium,BEL,26.7,59.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1976,11,Social democracy,2.5,3.5,8.1
580,Belgium,BEL,23.3,50.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1976,3,Christian democracy,5.7667,7.2083,8.9013
581,Belgium,BEL,9.1,22.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1976,3,Christian democracy,5.4974,6.6409,8.7795
582,Belgium,BEL,10.2,22.0,290,Volksunie,People's Union,1976,40,Right-wing,6.5321,6.06,6.4243
583,Belgium,BEL,9.6,21.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1976,6,Liberal,7.0053,3.7139,8.7549
584,Belgium,BEL,5.9,13.0,460,Rassemblement Wallon,Walloon Rally,1976,11,Social democracy,2.6,3.5,8.1
585,Belgium,BEL,5.0,9.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1976,6,Liberal,6.1259,5.8,8.7274
586,Belgium,BEL,5.6,9.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1976,6,Liberal,6.8551,4.4381,9.0856
587,Belgium,BEL,3.2,4.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1976,14,Communist/Socialist,1.4,3.0,4.45
588,Belgium,BEL,,3.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1976,6,Liberal,6.0,3.5,8.7
589,Belgium,BEL,0.3,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1976,14,Communist/Socialist,1.3,3.0,3.3
590,Belgium,BEL,27.03,62.0,167,Belgische Socialistische Partij – Parti Socialiste Belge,Belgian Socialist Party,1977,11,Social democracy,2.5,3.5,8.1
591,Belgium,BEL,26.19,56.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1977,3,Christian democracy,5.7667,7.2083,8.9013
592,Belgium,BEL,9.75,24.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1977,3,Christian democracy,5.4974,6.6409,8.7795
593,Belgium,BEL,10.04,20.0,290,Volksunie,People's Union,1977,40,Right-wing,6.5321,6.06,6.4243
594,Belgium,BEL,8.54,17.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1977,6,Liberal,7.0053,3.7139,8.7549
595,Belgium,BEL,7.02,14.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1977,6,Liberal,6.8551,4.4381,9.0856
596,Belgium,BEL,4.26,10.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1977,6,Liberal,6.1259,5.8,8.7274
597,Belgium,BEL,2.96,5.0,460,Rassemblement Wallon,Walloon Rally,1977,11,Social democracy,2.6,3.5,8.1
598,Belgium,BEL,2.72,2.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1977,14,Communist/Socialist,1.4,3.0,4.45
599,Belgium,BEL,,2.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1977,6,Liberal,6.0,3.5,8.7
600,Belgium,BEL,0.4,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1977,14,Communist/Socialist,1.3,3.0,3.3
601,Belgium,BEL,26.1,57.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1978,3,Christian democracy,5.7667,7.2083,8.9013
602,Belgium,BEL,13.0,32.0,1378,Parti Socialiste,Socialist Party [Francophone],1978,11,Social democracy,2.9307,3.1712,8.1465
603,Belgium,BEL,12.4,26.0,1029,Socialistische Partij,Socialist Party,1978,11,Social democracy,3.2459,3.0805,7.9023
604,Belgium,BEL,10.1,25.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1978,3,Christian democracy,5.4974,6.6409,8.7795
605,Belgium,BEL,10.3,22.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1978,6,Liberal,7.0053,3.7139,8.7549
606,Belgium,BEL,7.0,14.0,290,Volksunie,People's Union,1978,40,Right-wing,6.5321,6.06,6.4243
607,Belgium,BEL,5.9,14.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1978,6,Liberal,6.8551,4.4381,9.0856
608,Belgium,BEL,4.2,11.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1978,6,Liberal,6.1259,5.8,8.7274
609,Belgium,BEL,3.29,4.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1978,14,Communist/Socialist,1.4,3.0,4.45
610,Belgium,BEL,2.9,4.0,460,Rassemblement Wallon,Walloon Rally,1978,11,Social democracy,2.6,3.5,8.1
611,Belgium,BEL,0.9,1.0,1440,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,Respect for Labour,1978,40,Right-wing,9.2,8.5,2.3
612,Belgium,BEL,1.4,1.0,993,Vlaams Blok,Flemish Block,1978,40,Right-wing,9.6622,9.5234,2.7560000000000002
613,Belgium,BEL,,1.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1978,6,Liberal,6.0,3.5,8.7
614,Belgium,BEL,0.79,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1978,14,Communist/Socialist,1.3,3.0,3.3
601,Belgium,BEL,26.1,57.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1979,3,Christian democracy,5.7667,7.2083,8.9013
602,Belgium,BEL,13.0,32.0,1378,Parti Socialiste,Socialist Party [Francophone],1979,11,Social democracy,2.9307,3.1712,8.1465
603,Belgium,BEL,12.4,26.0,1029,Socialistische Partij,Socialist Party,1979,11,Social democracy,3.2459,3.0805,7.9023
604,Belgium,BEL,10.1,25.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1979,3,Christian democracy,5.4974,6.6409,8.7795
605,Belgium,BEL,10.3,22.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1979,6,Liberal,7.0053,3.7139,8.7549
606,Belgium,BEL,7.0,14.0,290,Volksunie,People's Union,1979,40,Right-wing,6.5321,6.06,6.4243
607,Belgium,BEL,5.9,14.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1979,6,Liberal,6.8551,4.4381,9.0856
608,Belgium,BEL,4.2,11.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1979,6,Liberal,6.1259,5.8,8.7274
609,Belgium,BEL,3.29,4.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1979,14,Communist/Socialist,1.4,3.0,4.45
610,Belgium,BEL,2.9,4.0,460,Rassemblement Wallon,Walloon Rally,1979,11,Social democracy,2.6,3.5,8.1
611,Belgium,BEL,0.9,1.0,1440,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,Respect for Labour,1979,40,Right-wing,9.2,8.5,2.3
612,Belgium,BEL,1.4,1.0,993,Vlaams Blok,Flemish Block,1979,40,Right-wing,9.6622,9.5234,2.7560000000000002
613,Belgium,BEL,,1.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1979,6,Liberal,6.0,3.5,8.7
614,Belgium,BEL,0.79,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1979,14,Communist/Socialist,1.3,3.0,3.3
601,Belgium,BEL,26.1,57.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1980,3,Christian democracy,5.7667,7.2083,8.9013
602,Belgium,BEL,13.0,32.0,1378,Parti Socialiste,Socialist Party [Francophone],1980,11,Social democracy,2.9307,3.1712,8.1465
603,Belgium,BEL,12.4,26.0,1029,Socialistische Partij,Socialist Party,1980,11,Social democracy,3.2459,3.0805,7.9023
604,Belgium,BEL,10.1,25.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1980,3,Christian democracy,5.4974,6.6409,8.7795
605,Belgium,BEL,10.3,22.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1980,6,Liberal,7.0053,3.7139,8.7549
606,Belgium,BEL,7.0,14.0,290,Volksunie,People's Union,1980,40,Right-wing,6.5321,6.06,6.4243
607,Belgium,BEL,5.9,14.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1980,6,Liberal,6.8551,4.4381,9.0856
608,Belgium,BEL,4.2,11.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1980,6,Liberal,6.1259,5.8,8.7274
609,Belgium,BEL,3.29,4.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1980,14,Communist/Socialist,1.4,3.0,4.45
610,Belgium,BEL,2.9,4.0,460,Rassemblement Wallon,Walloon Rally,1980,11,Social democracy,2.6,3.5,8.1
611,Belgium,BEL,0.9,1.0,1440,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,Respect for Labour,1980,40,Right-wing,9.2,8.5,2.3
612,Belgium,BEL,1.4,1.0,993,Vlaams Blok,Flemish Block,1980,40,Right-wing,9.6622,9.5234,2.7560000000000002
613,Belgium,BEL,,1.0,640,Parti Libéral [Région bruxelloise],Liberal Party [Brussels Region],1980,6,Liberal,6.0,3.5,8.7
614,Belgium,BEL,0.79,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1980,14,Communist/Socialist,1.3,3.0,3.3
615,Belgium,BEL,19.3,43.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1981,3,Christian democracy,5.7667,7.2083,8.9013
616,Belgium,BEL,12.7,35.0,1378,Parti Socialiste,Socialist Party [Francophone],1981,11,Social democracy,2.9307,3.1712,8.1465
617,Belgium,BEL,12.9,28.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1981,6,Liberal,7.0053,3.7139,8.7549
618,Belgium,BEL,12.4,26.0,1029,Socialistische Partij,Socialist Party,1981,11,Social democracy,3.2459,3.0805,7.9023
619,Belgium,BEL,8.6,24.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1981,6,Liberal,6.8551,4.4381,9.0856
620,Belgium,BEL,9.8,20.0,290,Volksunie,People's Union,1981,40,Right-wing,6.5321,6.06,6.4243
621,Belgium,BEL,7.1,18.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1981,3,Christian democracy,5.4974,6.6409,8.7795
622,Belgium,BEL,2.5,6.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1981,6,Liberal,6.1259,5.8,8.7274
623,Belgium,BEL,2.7,3.0,1440,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,Respect for Labour,1981,40,Right-wing,9.2,8.5,2.3
624,Belgium,BEL,1.7,2.0,460,Rassemblement Wallon,Walloon Rally,1981,11,Social democracy,2.6,3.5,8.1
625,Belgium,BEL,2.3,2.0,1594,Agalev – Groen,Agalev -- Green,1981,19,Green/Ecologist,2.5762,1.0234,7.2593
626,Belgium,BEL,2.5,2.0,161,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,1981,19,Green/Ecologist,2.641,1.3744,7.5411
627,Belgium,BEL,2.3,2.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1981,14,Communist/Socialist,1.4,3.0,4.45
628,Belgium,BEL,1.1,1.0,993,Vlaams Blok,Flemish Block,1981,40,Right-wing,9.6622,9.5234,2.7560000000000002
629,Belgium,BEL,0.67,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1981,14,Communist/Socialist,1.3,3.0,3.3
615,Belgium,BEL,19.3,43.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1982,3,Christian democracy,5.7667,7.2083,8.9013
616,Belgium,BEL,12.7,35.0,1378,Parti Socialiste,Socialist Party [Francophone],1982,11,Social democracy,2.9307,3.1712,8.1465
617,Belgium,BEL,12.9,28.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1982,6,Liberal,7.0053,3.7139,8.7549
618,Belgium,BEL,12.4,26.0,1029,Socialistische Partij,Socialist Party,1982,11,Social democracy,3.2459,3.0805,7.9023
619,Belgium,BEL,8.6,24.0,454,Parti Réformateur Libéral,Liberal Reformist Party,1982,6,Liberal,6.8551,4.4381,9.0856
620,Belgium,BEL,9.8,20.0,290,Volksunie,People's Union,1982,40,Right-wing,6.5321,6.06,6.4243
621,Belgium,BEL,7.1,18.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,Francophone Christian Social Party -- Humanist Democratic Centre,1982,3,Christian democracy,5.4974,6.6409,8.7795
622,Belgium,BEL,2.5,6.0,969,Front Démocratique des Francophones | DéFI,Francophone Democratic Front,1982,6,Liberal,6.1259,5.8,8.7274
623,Belgium,BEL,2.7,3.0,1440,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,Respect for Labour,1982,40,Right-wing,9.2,8.5,2.3
624,Belgium,BEL,1.7,2.0,460,Rassemblement Wallon,Walloon Rally,1982,11,Social democracy,2.6,3.5,8.1
625,Belgium,BEL,2.3,2.0,1594,Agalev – Groen,Agalev -- Green,1982,19,Green/Ecologist,2.5762,1.0234,7.2593
626,Belgium,BEL,2.5,2.0,161,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,1982,19,Green/Ecologist,2.641,1.3744,7.5411
627,Belgium,BEL,2.3,2.0,708,Kommunistische Partij – Parti Communiste,Communist Party,1982,14,Communist/Socialist,1.4,3.0,4.45
628,Belgium,BEL,1.1,1.0,993,Vlaams Blok,Flemish Block,1982,40,Right-wing,9.6622,9.5234,2.7560000000000002
629,Belgium,BEL,0.67,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,1982,14,Communist/Socialist,1.3,3.0,3.3
615,Belgium,BEL,19.3,43.0,723,Christelijke Volkspartij,Flemish Christian Peoples Party,1983,3,Christian democracy,5.7667,7.2083,8.9013
616,Belgium,BEL,12.7,35.0,1378,Parti Socialiste,Socialist Party [Francophone],1983,11,Social democracy,2.9307,3.1712,8.1465
617,Belgium,BEL,12.9,28.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Party of Liberty and Progress | Flemish Liberals and Democrats,1983,6,Liberal,7.0053,3.7139,8.7549
