election_year,country_name,party_id,family_name,seats,vote_share
1958,Italy,2059,no family,0.0,0.2
1958,Italy,2302,no family,1.0,0.59
1958,Sweden,657,Conservative,45.0,19.5
1958,Sweden,882,Communist/Socialist,5.0,3.4
1958,Sweden,892,Liberal,38.0,18.2
1958,Sweden,904,Social democracy,111.0,46.2
1958,Sweden,1461,Agrarian,32.0,12.7
1958,Sweden,2406,Social democracy,0.0,0.0
1959,Austria,50,Right-wing,8.0,7.7
1959,Austria,769,Communist/Socialist,0.0,3.3
1959,Austria,973,Social democracy,78.0,44.8
1959,Austria,1013,Christian democracy,79.0,44.2
1959,Luxembourg,151,Communist/Socialist,3.0,9.07
1959,Luxembourg,701,Social democracy,17.0,34.92
1959,Luxembourg,967,Liberal,11.0,18.45
1959,Luxembourg,1234,Christian democracy,21.0,36.91
1959,Luxembourg,2149,no family,0.0,0.65
1959,Netherlands,300,Christian democracy,14.0,9.39
1959,Netherlands,405,Christian democracy,12.0,8.11
1959,Netherlands,451,Christian democracy,49.0,31.6
1959,Netherlands,625,Conservative,0.0,0.67
1959,Netherlands,742,Social democracy,48.0,30.36
1959,Netherlands,1194,Communist/Socialist,3.0,2.41
1959,Netherlands,1251,Conservative,3.0,2.16
1959,Netherlands,1409,Liberal,19.0,12.21
1959,Netherlands,1452,Communist/Socialist,2.0,1.84
1959,United Kingdom,311,Special issue,0.0,0.3
1959,United Kingdom,453,no family,1.0,
1959,United Kingdom,659,Liberal,6.0,5.9
1959,United Kingdom,773,Conservative,345.0,
1959,United Kingdom,1017,Liberal,20.0,
1959,United Kingdom,1496,Conservative,,49.4
1959,United Kingdom,1556,Social democracy,258.0,43.8
1960,Denmark,211,Liberal,11.0,5.8
1960,Denmark,538,Liberal,6.0,3.3
1960,Denmark,590,Conservative,32.0,17.9
1960,Denmark,812,Special issue,1.0,0.4
1960,Denmark,1239,Communist/Socialist,0.0,1.1
1960,Denmark,1605,Liberal,38.0,21.1
1960,Denmark,1606,Liberal,0.0,2.2
1960,Denmark,1629,Social democracy,76.0,42.1
1960,Denmark,1634,no family,4.0,
1960,Denmark,1644,Green/Ecologist,11.0,6.1
1960,Sweden,657,Conservative,39.0,16.6
1960,Sweden,882,Communist/Socialist,5.0,4.5
1960,Sweden,892,Liberal,40.0,17.5
1960,Sweden,904,Social democracy,114.0,47.8
1960,Sweden,1461,Agrarian,34.0,13.6
1960,Sweden,2405,no family,0.0,0.0
1961,Belgium,63,Liberal,20.0,12.33
1961,Belgium,167,Social democracy,84.0,36.7
1961,Belgium,290,Right-wing,5.0,3.5
1961,Belgium,708,Communist/Socialist,5.0,3.08
1961,Belgium,1051,Christian democracy,96.0,41.5
1961,Belgium,1268,Christian democracy,1.0,0.81
1961,Belgium,2052,no family,0.0,0.63
1961,Belgium,2300,no family,1.0,0.88
1961,Germany,543,Liberal,67.0,12.8
1961,Germany,558,Social democracy,190.0,36.2
1961,Germany,633,Communist/Socialist,0.0,1.9
1961,Germany,808,Christian democracy,192.0,35.8
1961,Germany,1180,Christian democracy,50.0,9.6
1961,Germany,1701,Conservative,0.0,2.8
1961,Ireland,30,no family,6.0,
1961,Ireland,92,Conservative,1.0,1.13
1961,Ireland,280,Conservative,70.0,43.83
1961,Ireland,318,Social democracy,16.0,11.65
1961,Ireland,523,Communist/Socialist,2.0,0.98
1961,Ireland,923,Agrarian,2.0,1.51
1961,Ireland,1393,Christian democracy,47.0,32.02
1961,Ireland,2216,no family,0.0,0.1
1962,Austria,50,Right-wing,8.0,7.0
1962,Austria,769,Communist/Socialist,0.0,3.0
1962,Austria,973,Social democracy,76.0,44.0
1962,Austria,1013,Christian democracy,81.0,45.4
1962,Finland,66,Special issue,1.0,0.3
1962,Finland,94,Agrarian,53.0,22.95
1962,Finland,200,Agrarian,0.0,2.2
1962,Finland,395,Social democracy,38.0,19.5
1962,Finland,585,Liberal,13.0,6.1
1962,Finland,1108,Social democracy,2.0,4.4
1962,Finland,1109,Liberal,1.0,0.52
1962,Finland,1118,Conservative,32.0,15.0
1962,Finland,1219,Liberal,13.0,6.3
1962,Finland,1292,Communist/Socialist,47.0,22.01
1962,France,59,Conservative,18.0,2.3
1962,France,401,Conservative,41.0,7.4
1962,France,516,Communist/Socialist,2.0,2.0
1962,France,686,Communist/Socialist,41.0,21.9
1962,France,1086,Christian democracy,37.0,7.8
1962,France,1094,Conservative,230.0,33.7
1962,France,1414,Conservative,32.0,11.5
1962,France,1539,Social democracy,64.0,12.4
1962,France,2079,Right-wing,0.0,0.5
1962,Malta,217,Conservative,1.0,4.84
1962,Malta,393,Social democracy,4.0,9.27
1962,Malta,984,Conservative,25.0,42.0
1962,Malta,1003,Social democracy,16.0,33.85
1962,Malta,1225,Social democracy,4.0,9.49
1962,Malta,2171,no family,0.0,0.46
1963,Italy,93,Liberal,6.0,1.4
1963,Italy,242,Social democracy,33.0,6.1
1963,Italy,487,Liberal,39.0,7.0
1963,Italy,831,Right-wing,27.0,5.1
1963,Italy,974,Special issue,1.0,0.1
1963,Italy,1030,Special issue,3.0,0.44
1963,Italy,1088,Communist/Socialist,166.0,25.3
1963,Italy,1475,Social democracy,87.0,13.8
1963,Italy,1633,Christian democracy,260.0,38.3
1963,Italy,1702,Conservative,8.0,1.8
1963,Italy,2059,no family,0.0,0.3
1963,Netherlands,300,Christian democracy,13.0,8.72
1963,Netherlands,405,Christian democracy,13.0,8.58
1963,Netherlands,451,Christian democracy,50.0,31.88
1963,Netherlands,625,Conservative,1.0,0.74
1963,Netherlands,742,Social democracy,43.0,28.01
1963,Netherlands,1194,Communist/Socialist,4.0,2.77
1963,Netherlands,1251,Conservative,3.0,2.3
1963,Netherlands,1409,Liberal,16.0,10.29
1963,Netherlands,1452,Communist/Socialist,4.0,3.03
1963,Netherlands,1595,Agrarian,3.0,2.13
1963,Netherlands,2110,no family,0.0,0.6
1964,Denmark,211,Liberal,10.0,5.3
1964,Denmark,538,Liberal,5.0,2.5
1964,Denmark,590,Conservative,36.0,20.1
1964,Denmark,1239,Communist/Socialist,0.0,1.2
1964,Denmark,1605,Liberal,38.0,20.8
1964,Denmark,1606,Liberal,0.0,1.3
1964,Denmark,1629,Social democracy,76.0,41.9
1964,Denmark,1634,no family,4.0,
1964,Denmark,1644,Green/Ecologist,10.0,5.8
1964,Luxembourg,151,Communist/Socialist,5.0,12.47
1964,Luxembourg,701,Social democracy,21.0,37.68
1964,Luxembourg,967,Liberal,6.0,10.57
1964,Luxembourg,1234,Christian democracy,22.0,33.28
1964,Luxembourg,1462,Special issue,2.0,6.01
1964,Sweden,282,Christian democracy,0.0,1.8
1964,Sweden,657,Conservative,32.0,13.7
1964,Sweden,802,Conservative,3.0,1.5
1964,Sweden,882,Communist/Socialist,8.0,5.2
1964,Sweden,892,Liberal,42.0,17.0
1964,Sweden,904,Social democracy,113.0,47.3
1964,Sweden,1010,Liberal,2.0,0.3
1964,Sweden,1461,Agrarian,33.0,13.2
1964,United Kingdom,311,Special issue,0.0,0.2
1964,United Kingdom,659,Liberal,9.0,11.2
1964,United Kingdom,773,Conservative,298.0,
1964,United Kingdom,1017,Liberal,6.0,
1964,United Kingdom,1496,Conservative,,43.4
1964,United Kingdom,1556,Social democracy,317.0,44.1
1965,Belgium,63,Liberal,48.0,21.6
1965,Belgium,167,Social democracy,64.0,28.28
1965,Belgium,290,Right-wing,12.0,6.7
1965,Belgium,708,Communist/Socialist,6.0,4.6
1965,Belgium,969,Liberal,3.0,1.3
1965,Belgium,1051,Christian democracy,77.0,34.45
1965,Belgium,2052,no family,0.0,0.8
1965,Belgium,2300,no family,2.0,
1965,Germany,543,Liberal,49.0,9.5
1965,Germany,558,Social democracy,202.0,39.3
1965,Germany,633,Communist/Socialist,0.0,1.3
1965,Germany,808,Christian democracy,196.0,38.2
1965,Germany,1180,Christian democracy,49.0,9.6
1965,Germany,1537,Right-wing,0.0,2.0
1965,Ireland,30,no family,2.0,
1965,Ireland,92,Conservative,1.0,0.75
1965,Ireland,280,Conservative,72.0,47.67
1965,Ireland,318,Social democracy,22.0,15.38
1965,Ireland,1393,Christian democracy,47.0,34.08
1965,Ireland,2216,no family,0.0,0.01
1966,Austria,50,Right-wing,6.0,5.35
1966,Austria,973,Social democracy,74.0,42.56
1966,Austria,1013,Christian democracy,85.0,48.35
1966,Austria,1743,Right-wing,0.0,3.28
1966,Denmark,211,Liberal,13.0,7.3
1966,Denmark,538,Liberal,0.0,1.6
1966,Denmark,590,Conservative,34.0,18.68
1966,Denmark,1478,Liberal,4.0,2.5
1966,Denmark,1605,Liberal,35.0,19.29
1966,Denmark,1629,Social democracy,69.0,38.26
1966,Denmark,1634,no family,4.0,
1966,Denmark,1644,Green/Ecologist,20.0,10.9
1966,Finland,66,Special issue,1.0,0.3
1966,Finland,94,Agrarian,49.0,21.2
1966,Finland,200,Agrarian,1.0,1.0
1966,Finland,395,Social democracy,55.0,27.2
1966,Finland,585,Liberal,11.0,5.7
1966,Finland,1108,Social democracy,7.0,2.6
1966,Finland,1118,Conservative,26.0,13.8
1966,Finland,1219,Liberal,9.0,6.5
1966,Finland,1292,Communist/Socialist,41.0,21.2
1966,Finland,1463,Christian democracy,0.0,0.45
1966,Malta,217,Conservative,0.0,1.46
1966,Malta,393,Social democracy,0.0,1.29
1966,Malta,984,Conservative,28.0,47.89
1966,Malta,1003,Social democracy,22.0,43.09
1966,Malta,1225,Social democracy,0.0,6.0
1966,United Kingdom,659,Liberal,12.0,8.6
1966,United Kingdom,773,Conservative,250.0,
1966,United Kingdom,1017,Liberal,3.0,
1966,United Kingdom,1092,to be coded,1.0,0.1
1966,United Kingdom,1284,Social democracy,0.0,0.5
1966,United Kingdom,1496,Conservative,,41.9
1966,United Kingdom,1556,Social democracy,364.0,48.0
1967,France,59,Conservative,41.0,5.5
1967,France,516,Communist/Socialist,3.0,2.1
1967,France,686,Communist/Socialist,72.0,22.5
1967,France,1094,Conservative,191.0,33.0
1967,France,1414,Conservative,7.0,3.3
1967,France,1491,Christian democracy,38.0,14.1
1967,France,1539,Social democracy,118.0,18.9
1967,France,2079,Right-wing,0.0,0.6
1967,Netherlands,300,Christian democracy,15.0,9.9
1967,Netherlands,345,Liberal,7.0,4.48
1967,Netherlands,405,Christian democracy,12.0,8.14
1967,Netherlands,451,Christian democracy,42.0,26.5
1967,Netherlands,625,Conservative,1.0,0.86
1967,Netherlands,742,Social democracy,37.0,23.55
1967,Netherlands,1194,Communist/Socialist,5.0,3.61
1967,Netherlands,1251,Conservative,3.0,2.01
1967,Netherlands,1409,Liberal,17.0,10.73
1967,Netherlands,1452,Communist/Socialist,4.0,2.87
1967,Netherlands,1595,Agrarian,7.0,4.77
1967,Netherlands,2110,no family,0.0,0.66
1968,Belgium,63,Liberal,47.0,20.9
1968,Belgium,167,Social democracy,59.0,28.0
1968,Belgium,290,Right-wing,20.0,9.8
1968,Belgium,460,Social democracy,5.0,3.4
1968,Belgium,708,Communist/Socialist,5.0,3.3
1968,Belgium,723,Christian democracy,50.0,20.0
1968,Belgium,969,Liberal,7.0,2.5
1968,Belgium,1192,Christian democracy,19.0,11.7
1968,Denmark,189,Communist/Socialist,4.0,2.0
1968,Denmark,211,Liberal,27.0,15.0
1968,Denmark,590,Conservative,37.0,20.4
1968,Denmark,1239,Communist/Socialist,0.0,1.04
1968,Denmark,1478,Liberal,0.0,1.3
1968,Denmark,1605,Liberal,34.0,18.6
1968,Denmark,1629,Social democracy,62.0,34.1
1968,Denmark,1634,no family,4.0,
1968,Denmark,1644,Green/Ecologist,11.0,6.1
1968,France,59,Conservative,64.0,8.4
1968,France,516,Communist/Socialist,0.0,3.9
1968,France,686,Communist/Socialist,33.0,20.0
1968,France,1094,Conservative,282.0,38.0
1968,France,1414,Conservative,8.0,1.9
1968,France,1491,Christian democracy,26.0,10.5
1968,France,1539,Social democracy,57.0,16.5
1968,Italy,93,Liberal,9.0,2.0
1968,Italy,487,Liberal,31.0,5.8
1968,Italy,831,Right-wing,24.0,4.5
1968,Italy,1030,Special issue,3.0,0.48
1968,Italy,1088,Communist/Socialist,177.0,26.9
1968,Italy,1475,Social democracy,91.0,14.5
1968,Italy,1593,Communist/Socialist,23.0,4.5
1968,Italy,1633,Christian democracy,266.0,39.1
1968,Italy,1702,Conservative,6.0,1.3
1968,Italy,2059,no family,0.0,0.32
1968,Luxembourg,151,Communist/Socialist,6.0,15.5
1968,Luxembourg,701,Social democracy,18.0,32.25
1968,Luxembourg,967,Liberal,11.0,16.57
1968,Luxembourg,1234,Christian democracy,21.0,35.29
1968,Luxembourg,1462,Special issue,0.0,0.4
1968,Sweden,282,Christian democracy,0.0,1.5
1968,Sweden,657,Conservative,29.0,12.9
1968,Sweden,802,Conservative,4.0,1.7
1968,Sweden,882,Communist/Socialist,3.0,3.0
1968,Sweden,892,Liberal,32.0,14.3
1968,Sweden,904,Social democracy,125.0,50.1
1968,Sweden,1010,Liberal,3.0,0.9
1968,Sweden,1461,Agrarian,37.0,15.7
1969,Germany,543,Liberal,30.0,5.8
1969,Germany,558,Social democracy,224.0,42.7
1969,Germany,808,Christian democracy,193.0,36.6
1969,Germany,1180,Christian democracy,49.0,9.5
1969,Germany,1537,Right-wing,0.0,4.3
1969,Ireland,30,no family,1.0,
1969,Ireland,280,Conservative,75.0,45.66
1969,Ireland,318,Social democracy,18.0,17.02
1969,Ireland,1393,Christian democracy,50.0,34.1
1969,Ireland,2216,no family,0.0,0.02
1970,Austria,50,Right-wing,6.0,5.5
1970,Austria,769,Communist/Socialist,0.0,1.0
1970,Austria,973,Social democracy,81.0,48.4
1970,Austria,1013,Christian democracy,78.0,44.7
1970,Finland,66,Special issue,1.0,0.4
1970,Finland,94,Agrarian,36.0,17.1
1970,Finland,200,Agrarian,18.0,10.5
1970,Finland,395,Social democracy,52.0,23.4
1970,Finland,585,Liberal,11.0,5.3
1970,Finland,1108,Social democracy,0.0,1.4
1970,Finland,1118,Conservative,37.0,18.0
1970,Finland,1219,Liberal,8.0,5.9
1970,Finland,1292,Communist/Socialist,36.0,16.6
1970,Finland,1463,Christian democracy,1.0,1.1
1970,Sweden,282,Christian democracy,0.0,1.8
1970,Sweden,657,Conservative,41.0,11.5
1970,Sweden,882,Communist/Socialist,17.0,4.8
1970,Sweden,892,Liberal,58.0,16.2
1970,Sweden,904,Social democracy,163.0,45.3
1970,Sweden,1461,Agrarian,71.0,19.9
1970,United Kingdom,311,Special issue,0.0,0.6
1970,United Kingdom,349,Special issue,2.0,0.5
1970,United Kingdom,453,no family,1.0,
1970,United Kingdom,659,Liberal,6.0,7.5
1970,United Kingdom,773,Conservative,330.0,46.4
1970,United Kingdom,1092,to be coded,1.0,0.1
1970,United Kingdom,1284,Social democracy,1.0,1.1
1970,United Kingdom,1556,Social democracy,288.0,43.1
1970,United Kingdom,2296,no family,1.0,0.1
1971,Austria,50,Right-wing,10.0,5.5
1971,Austria,769,Communist/Socialist,0.0,1.4
1971,Austria,973,Social democracy,93.0,50.0
1971,Austria,1013,Christian democracy,80.0,43.1
1971,Belgium,167,Social democracy,61.0,27.2
1971,Belgium,290,Right-wing,21.0,11.1
1971,Belgium,454,Liberal,11.0,5.66
1971,Belgium,460,Social democracy,14.0,6.7
1971,Belgium,640,Liberal,3.0,1.3
1971,Belgium,708,Communist/Socialist,5.0,3.1
1971,Belgium,723,Christian democracy,47.0,19.7
1971,Belgium,969,Liberal,10.0,4.5
1971,Belgium,1110,Liberal,20.0,9.48
1971,Belgium,1192,Christian democracy,20.0,10.4
1971,Belgium,2052,no family,0.0,0.42
1971,Denmark,189,Communist/Socialist,0.0,1.6
1971,Denmark,211,Liberal,27.0,14.3
1971,Denmark,590,Conservative,31.0,16.7
1971,Denmark,1239,Communist/Socialist,0.0,1.4
1971,Denmark,1331,Christian democracy,0.0,2.0
1971,Denmark,1605,Liberal,30.0,15.6
1971,Denmark,1606,Liberal,0.0,1.7
1971,Denmark,1629,Social democracy,70.0,37.3
1971,Denmark,1634,no family,4.0,
1971,Denmark,1644,Green/Ecologist,17.0,9.1
1971,Malta,217,Conservative,0.0,1.04
1971,Malta,984,Conservative,27.0,48.05
1971,Malta,1003,Social democracy,28.0,50.84
1971,Netherlands,87,Conservative,2.0,1.51
1971,Netherlands,300,Christian democracy,13.0,8.59
1971,Netherlands,342,Green/Ecologist,2.0,1.84
1971,Netherlands,345,Liberal,11.0,6.78
1971,Netherlands,402,Conservative,8.0,5.33
1971,Netherlands,405,Christian democracy,10.0,6.32
1971,Netherlands,451,Christian democracy,35.0,21.84
1971,Netherlands,625,Conservative,2.0,1.61
1971,Netherlands,742,Social democracy,39.0,24.6
1971,Netherlands,1194,Communist/Socialist,6.0,3.9
1971,Netherlands,1251,Conservative,3.0,2.35
1971,Netherlands,1409,Liberal,16.0,10.34
1971,Netherlands,1452,Communist/Socialist,2.0,1.44
1971,Netherlands,1595,Agrarian,1.0,1.1
1971,Netherlands,2110,no family,0.0,0.43
1972,Finland,66,Special issue,1.0,0.3
1972,Finland,94,Agrarian,35.0,16.4
1972,Finland,200,Agrarian,18.0,9.16
1972,Finland,395,Social democracy,55.0,25.78
1972,Finland,585,Liberal,9.0,5.1
1972,Finland,1108,Social democracy,0.0,1.0
1972,Finland,1118,Conservative,34.0,17.58
1972,Finland,1219,Liberal,7.0,5.2
1972,Finland,1292,Communist/Socialist,37.0,17.01
1972,Finland,1463,Christian democracy,4.0,2.5
1972,Germany,543,Liberal,41.0,8.4
1972,Germany,558,Social democracy,230.0,45.8
1972,Germany,808,Christian democracy,177.0,35.2
1972,Germany,1180,Christian democracy,48.0,9.7
1972,Germany,1537,Right-wing,0.0,0.6
1972,Italy,93,Liberal,15.0,2.9
1972,Italy,242,Social democracy,29.0,5.1
1972,Italy,487,Liberal,20.0,3.9
1972,Italy,831,Right-wing,56.0,8.7
1972,Italy,974,Special issue,1.0,0.1
1972,Italy,1030,Special issue,3.0,0.46
1972,Italy,1088,Communist/Socialist,179.0,27.2
1972,Italy,1475,Social democracy,61.0,9.6
1972,Italy,1593,Communist/Socialist,0.0,1.9
1972,Italy,1633,Christian democracy,266.0,38.7
1972,Netherlands,87,Conservative,0.0,0.56
1972,Netherlands,300,Christian democracy,14.0,8.84
1972,Netherlands,342,Green/Ecologist,7.0,4.8
1972,Netherlands,345,Liberal,6.0,4.15
1972,Netherlands,402,Conservative,6.0,4.12
1972,Netherlands,405,Christian democracy,7.0,4.79
1972,Netherlands,451,Christian democracy,27.0,17.65
1972,Netherlands,625,Conservative,2.0,1.77
1972,Netherlands,742,Social democracy,43.0,27.34
1972,Netherlands,1194,Communist/Socialist,7.0,4.47
1972,Netherlands,1251,Conservative,3.0,2.21
1972,Netherlands,1409,Liberal,22.0,14.45
1972,Netherlands,1452,Communist/Socialist,2.0,1.5
1972,Netherlands,1595,Agrarian,3.0,1.94
1972,Netherlands,2288,no family,1.0,0.92
1973,Denmark,189,Communist/Socialist,0.0,1.5
1973,Denmark,211,Liberal,20.0,11.2
1973,Denmark,538,Liberal,1.0,
1973,Denmark,590,Conservative,16.0,9.2
1973,Denmark,812,Special issue,1.0,
1973,Denmark,978,Liberal,27.0,15.9
1973,Denmark,1239,Communist/Socialist,6.0,3.6
1973,Denmark,1324,Conservative,13.0,7.8
1973,Denmark,1331,Christian democracy,7.0,4.0
1973,Denmark,1605,Liberal,22.0,12.3
1973,Denmark,1606,Liberal,5.0,2.9
1973,Denmark,1629,Social democracy,46.0,25.6
1973,Denmark,1634,no family,4.0,
1973,Denmark,1644,Green/Ecologist,11.0,6.0
1973,France,59,Conservative,54.0,7.2
1973,France,213,Christian democracy,30.0,13.3
1973,France,516,Communist/Socialist,2.0,2.0
1973,France,686,Communist/Socialist,73.0,21.4
1973,France,885,Christian democracy,21.0,3.8
1973,France,1094,Conservative,178.0,26.0
1973,France,1176,Communist/Socialist,0.0,0.8
1973,France,1414,Conservative,15.0,3.4
1973,France,1492,Social democracy,11.0,1.7
1973,France,1539,Social democracy,89.0,19.1
1973,Ireland,30,no family,2.0,
1973,Ireland,280,Conservative,69.0,46.24
1973,Ireland,318,Social democracy,19.0,13.71
1973,Ireland,433,Communist/Socialist,0.0,1.14
1973,Ireland,1393,Christian democracy,54.0,35.08
1973,Sweden,282,Christian democracy,0.0,1.8
1973,Sweden,657,Conservative,51.0,14.3
1973,Sweden,882,Communist/Socialist,19.0,5.3
1973,Sweden,892,Liberal,34.0,9.4
1973,Sweden,904,Social democracy,156.0,43.6
1973,Sweden,1461,Agrarian,90.0,25.1
1974,Belgium,167,Social democracy,59.0,26.7
1974,Belgium,256,Communist/Socialist,0.0,0.3
1974,Belgium,290,Right-wing,22.0,10.2
1974,Belgium,454,Liberal,9.0,5.6
1974,Belgium,460,Social democracy,13.0,5.9
1974,Belgium,640,Liberal,3.0,
1974,Belgium,708,Communist/Socialist,4.0,3.2
1974,Belgium,723,Christian democracy,50.0,23.3
1974,Belgium,969,Liberal,9.0,5.0
1974,Belgium,1110,Liberal,21.0,9.6
1974,Belgium,1192,Christian democracy,22.0,9.1
1974,Greece,47,Christian democracy,220.0,54.4
1974,Greece,489,Liberal,60.0,20.4
1974,Greece,614,Communist/Socialist,8.0,9.5
1974,Greece,1338,Social democracy,12.0,13.6
1974,Greece,2230,Right-wing,0.0,1.1
1974,Luxembourg,151,Communist/Socialist,5.0,10.47
1974,Luxembourg,701,Social democracy,17.0,27.0
1974,Luxembourg,967,Liberal,14.0,22.23
1974,Luxembourg,1134,Social democracy,5.0,9.2
1974,Luxembourg,1234,Christian democracy,18.0,27.85
1974,Luxembourg,2149,no family,0.0,0.62
1974,United Kingdom,311,Special issue,2.5,0.6
1974,United Kingdom,319,Conservative,1.0,
1974,United Kingdom,453,no family,2.0,
1974,United Kingdom,646,Right-wing,3.0,
1974,United Kingdom,659,Liberal,13.5,18.8
1974,United Kingdom,773,Conservative,287.0,36.9
1974,United Kingdom,1023,Social democracy,1.0,0.5
1974,United Kingdom,1126,Right-wing,0.0,0.30000000000000004
1974,United Kingdom,1210,Conservative,6.5,
1974,United Kingdom,1284,Social democracy,9.0,2.45
1974,United Kingdom,1363,to be coded,,1.285
1974,United Kingdom,1556,Social democracy,310.0,38.2
1974,United Kingdom,1599,no family,1.0,
1975,Austria,50,Right-wing,10.0,5.4
1975,Austria,769,Communist/Socialist,0.0,1.2
1975,Austria,973,Social democracy,93.0,50.4
1975,Austria,1013,Christian democracy,80.0,42.9
1975,Denmark,189,Communist/Socialist,4.0,2.1
1975,Denmark,211,Liberal,13.0,7.1
1975,Denmark,590,Conservative,10.0,5.5
1975,Denmark,812,Special issue,1.0,
1975,Denmark,978,Liberal,24.0,13.6
1975,Denmark,1239,Communist/Socialist,7.0,4.2
1975,Denmark,1324,Conservative,3.0,2.2
1975,Denmark,1331,Christian democracy,9.0,5.3
1975,Denmark,1605,Liberal,42.0,23.3
1975,Denmark,1606,Liberal,0.0,1.8
1975,Denmark,1629,Social democracy,53.0,29.9
1975,Denmark,1634,no family,4.0,
1975,Denmark,1644,Green/Ecologist,9.0,5.0
1975,Finland,66,Special issue,1.0,0.3
1975,Finland,94,Agrarian,39.0,17.6
1975,Finland,139,Conservative,1.0,1.7
1975,Finland,200,Agrarian,2.0,3.6
1975,Finland,395,Social democracy,54.0,24.9
1975,Finland,585,Liberal,9.0,4.7
1975,Finland,1118,Conservative,35.0,18.4
1975,Finland,1219,Liberal,9.0,4.3
1975,Finland,1292,Communist/Socialist,40.0,18.9
1975,Finland,1389,Conservative,1.0,1.6
1975,Finland,1463,Christian democracy,9.0,3.3
1975,Finland,2054,no family,0.0,0.34
1975,Portugal,251,Christian democracy,16.0,8.18
1975,Portugal,260,Communist/Socialist,1.0,0.84
1975,Portugal,514,Communist/Socialist,30.0,13.39
1975,Portugal,601,Communist/Socialist,0.0,1.25
1975,Portugal,725,Social democracy,116.0,40.7
1975,Portugal,1273,Liberal,81.0,28.36
1975,Portugal,1281,Social democracy,5.0,4.45
1975,Portugal,1508,Communist/Socialist,0.0,1.1
1975,Portugal,2291,no family,1.0,
1976,Cyprus,534,no family,1.0,1.2
1976,Cyprus,572,Communist/Socialist,9.0,
1976,Cyprus,851,Conservative,21.0,71.2
1976,Cyprus,945,Social democracy,4.0,
1976,Cyprus,1575,Conservative,0.0,27.6
1976,Germany,543,Liberal,39.0,7.9
1976,Germany,558,Social democracy,214.0,42.6
1976,Germany,808,Christian democracy,190.0,38.1
1976,Germany,1180,Christian democracy,53.0,10.6
1976,Germany,1537,Right-wing,0.0,0.3
1976,Italy,93,Liberal,14.0,3.09
1976,Italy,242,Social democracy,15.0,3.4
1976,Italy,487,Liberal,5.0,1.3
1976,Italy,825,no family,1.0,0.07
1976,Italy,831,Right-wing,35.0,6.1
1976,Italy,1030,Special issue,3.0,0.5
1976,Italy,1088,Communist/Socialist,228.0,34.4
1976,Italy,1296,Social democracy,4.0,1.07
1976,Italy,1424,Communist/Socialist,6.0,1.5
1976,Italy,1475,Social democracy,57.0,9.6
1976,Italy,1633,Christian democracy,262.0,38.7
1976,Italy,2059,no family,0.0,0.07
1976,Malta,984,Conservative,31.0,48.46
1976,Malta,1003,Social democracy,34.0,51.53
1976,Malta,1572,no family,0.0,0.02
1976,Portugal,251,Christian democracy,42.0,16.76
1976,Portugal,260,Communist/Socialist,1.0,1.75
1976,Portugal,514,Communist/Socialist,40.0,15.1
1976,Portugal,601,Communist/Socialist,0.0,0.81
1976,Portugal,725,Social democracy,107.0,36.61
1976,Portugal,1273,Liberal,73.0,25.55
1976,Sweden,282,Christian democracy,0.0,1.4
1976,Sweden,657,Conservative,55.0,15.6
1976,Sweden,882,Communist/Socialist,17.0,4.7
1976,Sweden,892,Liberal,39.0,11.1
1976,Sweden,904,Social democracy,152.0,42.7
1976,Sweden,1461,Agrarian,86.0,24.1
1977,Belgium,167,Social democracy,62.0,27.03
1977,Belgium,256,Communist/Socialist,0.0,0.4
1977,Belgium,290,Right-wing,20.0,10.04
1977,Belgium,454,Liberal,14.0,7.02
1977,Belgium,460,Social democracy,5.0,2.96
1977,Belgium,640,Liberal,2.0,
1977,Belgium,708,Communist/Socialist,2.0,2.72
1977,Belgium,723,Christian democracy,56.0,26.19
1977,Belgium,969,Liberal,10.0,4.26
1977,Belgium,1110,Liberal,17.0,8.54
1977,Belgium,1192,Christian democracy,24.0,9.75
1977,Denmark,189,Communist/Socialist,5.0,2.7
1977,Denmark,211,Liberal,6.0,3.6
1977,Denmark,590,Conservative,15.0,8.5
1977,Denmark,812,Special issue,1.0,
1977,Denmark,978,Liberal,26.0,14.6
1977,Denmark,1239,Communist/Socialist,7.0,3.7
1977,Denmark,1324,Conservative,10.0,6.4
1977,Denmark,1331,Christian democracy,6.0,3.4
1977,Denmark,1605,Liberal,21.0,12.0
1977,Denmark,1606,Liberal,6.0,3.3
1977,Denmark,1629,Social democracy,65.0,37.0
1977,Denmark,1634,no family,4.0,
1977,Denmark,1644,Green/Ecologist,7.0,3.9
1977,Denmark,2058,no family,0.0,0.9
1977,Greece,47,Christian democracy,171.0,41.8
1977,Greece,463,Liberal,2.0,1.1
1977,Greece,489,Liberal,16.0,11.9
1977,Greece,597,Communist/Socialist,1.0,
1977,Greece,614,Communist/Socialist,11.0,9.4
1977,Greece,1027,Conservative,5.0,6.8
1977,Greece,1311,Communist/Socialist,1.0,2.7
1977,Greece,1338,Social democracy,93.0,25.3
1977,Ireland,30,no family,4.0,
1977,Ireland,280,Conservative,84.0,50.63
1977,Ireland,318,Social democracy,17.0,11.63
1977,Ireland,433,Communist/Socialist,0.0,1.7
1977,Ireland,1393,Christian democracy,43.0,30.49
1977,Netherlands,212,Christian democracy,0.0,0.64
1977,Netherlands,235,Christian democracy,49.0,31.89
1977,Netherlands,342,Green/Ecologist,3.0,1.69
