election_year,family_name,vote_share,eu_anti_pro,left_right,liberty_authority
1967,Liberal,7.605,7.2852,5.9274000000000004,3.0756
1967,Right-wing,0.6,2.3,8.8,8.5
1967,Social democracy,21.225,7.9676,3.43055,3.06975
1967,no family,0.66,5.4,5.3,6.5
1968,Agrarian,15.7,5.5679,5.8084,6.0583
1968,Christian democracy,19.68166666666667,8.562183333333332,6.0482000000000005,6.992033333333333
1968,Communist/Socialist,8.904444444444444,2.995966666666667,1.2911666666666668,3.107166666666666
1968,Conservative,12.085714285714287,7.934414285714285,7.532942857142857,6.657057142857142
1968,Green/Ecologist,6.1,3.5917,2.1347,2.1476
1968,Liberal,9.786999999999999,8.56057,6.05814,3.79674
1968,Right-wing,7.15,4.36215,7.85495,7.279999999999999
1968,Social democracy,25.55,7.952914285714286,3.236685714285714,3.3522
1968,Special issue,0.44,7.75415,5.9237,7.2
1968,no family,17.21,7.66555,5.60055,5.6361
1969,Christian democracy,26.733333333333334,8.113733333333334,6.6582,6.8626000000000005
1969,Conservative,45.66,7.8389,6.0713,6.9898
1969,Liberal,5.8,8.4855,5.9233,3.0695
1969,Right-wing,4.3,0.7989,9.8246,9.4219
1969,Social democracy,29.86,7.5305,3.63515,3.5431
1969,no family,2.1599999999999997,4.98485,8.1309,7.604450000000001
1970,Agrarian,15.833333333333334,4.063033333333333,6.0813999999999995,7.092533333333333
1970,Christian democracy,15.866666666666667,6.638366666666667,6.952233333333333,7.9757
1970,Communist/Socialist,7.466666666666668,2.123066666666667,1.4102333333333332,2.932266666666667
1970,Conservative,25.3,6.665366666666666,7.5206333333333335,6.158333333333334
1970,Liberal,8.725,9.066450000000001,5.67135,3.2002249999999997
1970,Right-wing,5.5,1.9815,8.3494,8.5149
1970,Social democracy,27.116666666666664,7.9119,3.6628000000000003,3.9831999999999996
1970,Special issue,0.5,8.1693,4.236633333333333,5.013733333333334
1970,no family,0.3,7.41185,3.7372500000000004,3.9943
1970,to be coded,0.1,2.3243,7.4261,7.1901
1971,Agrarian,1.1,5.4,5.3,6.5
1971,Christian democracy,15.992857142857146,8.09292857142857,5.8566142857142856,6.9642
1971,Communist/Socialist,2.14,2.6,0.85,3.0
1971,Conservative,10.94142857142857,5.391728571428572,6.924814285714285,7.051771428571429
1971,Green/Ecologist,5.47,4.29585,1.86735,1.9738000000000002
1971,Liberal,7.740000000000001,7.439755555555556,6.222966666666666,3.832133333333333
1971,Right-wing,8.3,4.2029,7.4407499999999995,7.28745
1971,Social democracy,32.77333333333333,7.277116666666668,3.4087833333333326,4.044566666666666
1971,no family,12.716666666666667,7.203533333333333,4.866166666666667,5.804366666666667
1972,Agrarian,9.166666666666666,4.007066666666667,5.911933333333334,7.239766666666667
1972,Christian democracy,16.76857142857143,7.377414285714285,6.2782285714285715,7.220199999999999
1972,Communist/Socialist,10.416,4.353,1.29686,3.06812
1972,Conservative,5.247999999999999,6.372840000000001,7.0771799999999985,6.90536
1972,Green/Ecologist,4.8,5.0,1.6,1.8
1972,Liberal,6.299999999999999,8.166014285714287,5.900828571428571,3.6037
1972,Right-wing,4.6499999999999995,1.54945,9.5012,8.96095
1972,Social democracy,19.10333333333333,8.369233333333334,3.751533333333333,3.5689333333333333
1972,Special issue,0.2866666666666667,5.102766666666667,6.625933333333333,7.3
1972,no family,0.92,5.4,5.3,6.5
1973,Agrarian,25.1,5.5679,5.8084,6.0583
1973,Christian democracy,11.596,8.18268,6.2138800000000005,6.328139999999999
1973,Communist/Socialist,5.105714285714286,2.087671428571429,1.0457857142857143,3.1377857142857137
1973,Conservative,16.305714285714284,8.103800000000001,7.0804,6.359985714285714
1973,Green/Ecologist,6.0,3.5917,2.1347,2.1476
1973,Liberal,10.483333333333333,6.121883333333334,6.58035,3.9814000000000003
1973,Social democracy,20.742,7.57714,3.64032,3.79896
1973,Special issue,9.2,7.7791,7.2186,6.5055
1973,no family,22.35,7.68795,3.5252,3.60445
1974,Christian democracy,28.6625,7.241925000000001,6.112,7.0051
1974,Communist/Socialist,5.8675,2.5805499999999997,1.31325,3.537575
1974,Conservative,12.6,6.041433333333333,7.7087,7.063366666666667
1974,Liberal,12.504285714285714,7.9272857142857145,6.121814285714286,3.7608714285714284
1974,Right-wing,3.05,3.3310750000000002,8.233025000000001,7.89
1974,Social democracy,15.443750000000001,6.697075,3.4287,3.3948124999999996
1974,Special issue,0.6,7.8314,3.1183,3.7107
1974,no family,13.14,5.730766666666667,6.067866666666667,6.2593
1974,to be coded,1.285,7.8641,3.5871,3.9623
1975,Agrarian,10.600000000000001,3.3106,6.2179,7.60965
1975,Christian democracy,14.919999999999998,5.569100000000001,6.845525,7.9916
1975,Communist/Socialist,5.3725,2.1138875,1.3199625,2.8712125
1975,Conservative,5.88,8.3621,6.964920000000001,6.20468
1975,Green/Ecologist,5.0,3.5917,2.1347,2.1476
1975,Liberal,11.879999999999999,6.373499999999999,6.5133857142857154,4.5568285714285715
1975,Right-wing,5.4,1.9815,8.3494,8.5149
1975,Social democracy,30.069999999999993,7.244980000000001,3.68782,3.8063199999999995
1975,Special issue,2.9,5.6854,4.67665,4.32655
1975,no family,10.446666666666667,4.647133333333334,4.0965,5.193266666666667
1976,Agrarian,24.1,5.5679,5.8084,6.0583
1976,Christian democracy,21.112000000000002,7.277539999999999,6.88314,7.798419999999998
1976,Communist/Socialist,8.494285714285715,3.585757142857143,1.3534857142857142,3.1813571428571428
1976,Conservative,40.715,6.038475,6.855199999999999,5.9169
1976,Liberal,9.788,8.58934,5.98584,4.32202
1976,Right-wing,3.1999999999999997,1.54945,9.5012,8.96095
1976,Social democracy,32.33875,7.8388375,3.875625,3.8777
1976,Special issue,0.5,7.6083,5.4,6.9
1976,no family,0.34,7.18335,4.4054,5.00395
1977,Agrarian,0.84,5.4,5.3,6.5
1977,Christian democracy,14.790999999999997,7.738459999999999,6.298430000000001,6.950240000000001
1977,Communist/Socialist,4.003846153846154,3.8980153846153844,1.5138153846153846,3.122592307692308
1977,Conservative,9.686666666666666,7.112455555555556,6.760544444444445,6.809855555555555
1977,Green/Ecologist,2.795,4.29585,1.86735,1.9738000000000002
1977,Liberal,9.783846153846154,7.269638461538462,6.471738461538463,3.972315384615385
1977,Right-wing,10.04,6.4243,6.5321,6.06
1977,Social democracy,23.877142857142854,8.161885714285713,3.4818,3.460642857142857
1977,Special issue,3.1633333333333327,7.855999999999999,5.8389,5.065433333333334
1977,no family,15.84,7.0329749999999995,4.1617500000000005,4.13405
1978,Christian democracy,13.800000000000002,8.660266666666667,5.821366666666666,7.0164
1978,Communist/Socialist,4.913333333333333,3.334916666666667,1.11235,3.251383333333333
1978,Conservative,7.9399999999999995,7.859280000000001,6.44246,6.06392
1978,Green/Ecologist,2.0,6.4585,3.155,1.4772
1978,Liberal,5.825,8.816975,6.496575,4.3629999999999995
1978,Right-wing,3.1,3.8267666666666664,8.464766666666666,8.027800000000001
1978,Social democracy,9.116666666666667,8.021616666666667,3.234533333333333,3.404416666666666
1979,Agrarian,13.333333333333334,4.063033333333333,6.0813999999999995,7.092533333333333
1979,Christian democracy,16.192222222222224,6.862044444444446,6.566666666666666,7.597777777777779
1979,Communist/Socialist,9.774666666666665,3.4633733333333336,1.4738466666666665,2.8107333333333337
1979,Conservative,11.98090909090909,7.462700000000001,7.244972727272727,6.530390909090909
1979,Green/Ecologist,3.45,6.2791999999999994,2.3173500000000002,1.46855
1979,Liberal,14.057857142857145,7.585457142857143,6.233649999999999,3.9850071428571425
1979,Right-wing,3.5274999999999994,2.2203749999999998,9.0318,8.503725
1979,Social democracy,18.529999999999994,8.105055555555557,3.7372388888888874,3.406777777777778
1979,Special issue,0.9575,6.6087875,3.0281625000000005,3.97975
1979,no family,8.107999999999999,6.91802,4.50368,5.15002
1980,Christian democracy,20.546666666666667,6.520433333333333,7.186533333333333,7.9308000000000005
1980,Communist/Socialist,4.48,2.39588,1.47508,2.7258199999999997
1980,Conservative,17.14,5.0,7.4,7.0
1980,Green/Ecologist,1.5,7.6101,2.9308,1.3251
1980,Liberal,19.74,8.551533333333333,6.072733333333333,4.530633333333333
1980,Social democracy,14.901999999999997,7.17102,3.51886,3.60404
1981,Christian democracy,17.302500000000002,7.653625,6.3212375000000005,6.973562500000001
1981,Communist/Socialist,6.693636363636364,3.2173636363636366,1.1072454545454546,3.6220727272727276
1981,Conservative,15.110714285714284,7.306014285714285,6.548307142857142,6.391485714285714
1981,Green/Ecologist,3.8340000000000005,5.97012,2.42138,1.5645200000000001
1981,Liberal,8.178,6.69646,6.50326,4.11401
1981,Right-wing,4.1000000000000005,4.6849,8.548575,8.14585
1981,Social democracy,21.847272727272724,8.024,3.5583727272727272,3.9407272727272726
1981,Special issue,2.4290000000000003,3.3,1.3,3.0
1981,no family,7.01,8.5687,5.6572000000000005,5.832400000000001
1981,to be coded,1.9,7.2593,6.0,3.5
1982,Agrarian,15.5,5.5679,5.8084,6.0583
1982,Christian democracy,12.621666666666664,7.643866666666668,6.713416666666666,7.122383333333333
1982,Communist/Socialist,2.3025,4.09305,1.6033,3.1127124999999998
1982,Conservative,17.12,6.551549999999999,7.452133333333333,7.503566666666667
1982,Green/Ecologist,1.68,2.99375,2.4894499999999997,2.1599
1982,Liberal,10.009999999999998,8.183675,6.31135,3.1256749999999998
1982,Right-wing,0.83,2.3,8.8,8.5
1982,Social democracy,33.395,7.923275,3.60485,3.447625
1982,Special issue,0.835,5.14445,1.84905,3.5606999999999998
1982,no family,1.0766666666666667,6.390266666666666,2.545733333333333,3.9290000000000003
1983,Agrarian,13.65,3.3106,6.2179,7.60965
1983,Christian democracy,20.212857142857143,6.6309571428571425,6.726057142857143,7.731400000000001
1983,Communist/Socialist,10.746666666666668,4.518516666666667,1.50995,2.8282833333333333
1983,Conservative,11.054999999999998,7.16815,7.528533333333333,6.796216666666666
1983,Green/Ecologist,7.672,6.28812,2.6470399999999996,1.7016000000000002
1983,Liberal,12.156666666666666,8.538983333333332,5.719450000000001,4.201333333333333
1983,Right-wing,4.0,1.6934666666666667,9.117266666666666,8.812266666666668
1983,Social democracy,17.35923076923077,7.790492307692308,3.8994153846153847,3.6194230769230766
1983,Special issue,0.5033333333333333,6.558,5.341016666666666,5.21845
1983,no family,0.5,9.0846,7.2451,5.5872
1983,to be coded,0.07,6.9923,4.3562,4.2779
1984,Christian democracy,18.790000000000003,7.26505,6.0728,7.2737
1984,Communist/Socialist,3.87,4.71665,1.05,3.0
1984,Conservative,12.75,8.181474999999999,6.894875000000001,6.35905
1984,Green/Ecologist,8.33,6.145849999999999,2.3173500000000002,1.46855
1984,Liberal,8.811666666666667,5.9944999999999995,6.6284,3.9666833333333336
1984,Social democracy,16.9225,8.232775,3.42265,3.147
1985,Agrarian,12.4,5.5679,5.8084,6.0583
1985,Christian democracy,22.18,7.78366,6.643559999999999,7.502339999999999
1985,Communist/Socialist,10.16,2.9727249999999996,1.4159249999999999,3.427475
1985,Conservative,27.503333333333334,7.701933333333333,7.235499999999999,5.583433333333333
1985,Green/Ecologist,9.5975,4.911875,2.5635,1.5583500000000001
1985,Liberal,13.398,8.90026,6.514359999999999,4.76518
1985,Right-wing,3.48,3.8267666666666664,8.464766666666666,8.027800000000001
1985,Social democracy,25.025,7.5078375,3.5071,3.8446374999999997
1986,Christian democracy,17.522,7.535559999999999,6.62432,7.313480000000001
1986,Communist/Socialist,2.6514285714285717,4.013542857142857,1.2846285714285717,3.0347714285714287
1986,Conservative,9.61,6.562775,7.426312499999999,7.6274
1986,Green/Ecologist,2.42,6.047666666666667,2.405133333333333,1.5693333333333335
1986,Liberal,11.77,7.2852,5.9274000000000004,3.0756
1986,Right-wing,9.75,1.0986,9.017399999999999,8.901900000000001
1986,Social democracy,30.46,8.289959999999999,3.6818799999999996,3.37882
1986,Special issue,0.54,6.523875,3.9604499999999994,4.489325
1986,no family,0.4,3.3,1.3,3.0
1987,Agrarian,11.950000000000001,3.3106,6.2179,7.60965
1987,Christian democracy,15.854444444444441,7.157777777777778,6.423177777777777,7.331511111111112
1987,Communist/Socialist,5.428461538461539,3.430338461538462,1.5520384615384617,3.008730769230769
1987,Conservative,22.41888888888889,7.648933333333334,6.926255555555555,6.568955555555555
1987,Green/Ecologist,5.607777777777778,5.6465,2.3384444444444448,1.6741444444444444
1987,Liberal,11.015333333333333,8.155886666666666,6.34814,4.259866666666666
1987,Right-wing,4.1175,3.0698,8.799175,8.376325000000001
1987,Social democracy,14.32095238095238,7.97790476190476,3.713166666666666,3.691557142857143
1987,Special issue,0.5399999999999999,6.572614285714287,5.722385714285713,5.902614285714286
1987,no family,0.38,4.8828,7.01755,7.86885
1987,to be coded,0.06,6.9923,4.3562,4.2779
1988,Agrarian,11.3,5.5679,5.8084,6.0583
1988,Christian democracy,2.45,6.8449,6.4466,7.52355
1988,Communist/Socialist,5.1,2.5409249999999997,1.380125,3.2411250000000003
1988,Conservative,13.6,7.879012499999998,7.0912375,6.602399999999999
1988,Green/Ecologist,6.633333333333333,2.3597333333333332,2.2082333333333333,2.1558
1988,Liberal,10.319999999999999,7.2996,6.696420000000001,4.07768
1988,Right-wing,9.8,0.2157,9.6854,9.2889
1988,Social democracy,21.832,7.771299999999999,3.5752800000000002,3.8775400000000007
1989,Agrarian,14.57,5.4,5.3,6.5
1989,Christian democracy,21.667142857142853,7.184342857142857,6.609914285714287,6.986542857142858
1989,Communist/Socialist,6.951111111111112,4.259388888888889,1.8387000000000002,3.0521444444444445
1989,Conservative,12.368571428571427,6.2888714285714284,7.576842857142857,7.689099999999999
1989,Green/Ecologist,2.91,3.8355599999999996,2.39608,1.84388
1989,Liberal,11.0275,6.5808,6.61115,3.1538749999999998
1989,Right-wing,1.79,2.306,9.10485,8.875
1989,Social democracy,20.57,7.3283875,3.7763750000000003,3.2122625
1989,Special issue,0.6757142857142858,7.053271428571428,4.431642857142857,4.982628571428571
1989,no family,7.585,4.36665,3.9,4.15
1990,Agrarian,2.8825000000000003,5.4,5.3639,6.5
1990,Christian democracy,15.530714285714286,7.719971428571427,6.679307142857143,7.65422142857143
1990,Communist/Socialist,9.310769230769232,3.8290076923076914,1.4727769230769234,2.976776923076923
1990,Conservative,10.151111111111112,8.055344444444446,6.9044888888888885,6.496766666666667
1990,Green/Ecologist,5.006923076923077,6.2361615384615385,2.6268384615384615,1.7663923076923083
1990,Liberal,16.019411764705886,8.425611764705883,5.887700000000001,3.537188235294118
1990,Right-wing,6.403333333333333,2.27675,8.129633333333333,8.643666666666666
1990,Social democracy,16.264285714285716,8.345899999999999,3.8333785714285713,3.8518071428571425
1990,Special issue,19.786,8.1605,5.1611400000000005,5.2970999999999995
1990,no family,34.0,9.021450000000002,3.9200666666666666,3.41855
1990,to be coded,1.14,4.0111,3.033333333333333,3.766666666666667
1991,Agrarian,8.514285714285714,5.327685714285715,5.227057142857142,6.680928571428572
1991,Christian democracy,9.531111111111109,7.371300000000001,6.415155555555556,7.54978888888889
1991,Communist/Socialist,6.432,4.02986,1.5682,3.12534
1991,Conservative,17.933333333333334,7.556699999999999,7.6814,6.249233333333333
1991,Green/Ecologist,5.8340000000000005,5.32368,2.7801,1.7001000000000002
1991,Liberal,9.042142857142858,8.809814285714285,6.0319714285714285,4.1936857142857145
1991,Right-wing,4.1899999999999995,3.5906,8.325285714285714,8.031657142857144
1991,Social democracy,16.494545454545456,8.369545454545454,3.2861454545454545,3.8652181818181814
1991,Special issue,1.078,8.389660000000001,5.361579999999999,4.90364
1991,no family,0.7033333333333333,6.336766666666667,7.329466666666666,7.435866666666667
1992,Agrarian,2.954,5.4,3.8889,6.5
1992,Christian democracy,9.634666666666666,8.192313333333333,6.519106666666668,7.260460000000001
1992,Communist/Socialist,5.7675,3.8965375,2.2140625000000003,3.3528375
1992,Conservative,19.444285714285712,7.133264285714287,6.932964285714286,6.448092857142858
1992,Green/Ecologist,2.208,5.64829,2.92226,2.0688400000000002
1992,Liberal,5.629999999999999,8.787845454545451,5.728336363636363,3.5575636363636365
1992,Right-wing,5.355,2.64956,8.11935,8.57234
1992,Social democracy,12.578545454545456,7.924081818181818,3.7856363636363635,3.728731818181819
1992,Special issue,2.7123076923076925,6.927546153846153,5.013946153846154,5.8335461538461555
1992,no family,3.3560000000000003,8.33088,4.84086,4.57306
1992,to be coded,2.5916666666666663,5.92795,5.241716666666667,4.64045
1993,Agrarian,7.8075,4.840725000000001,3.9727249999999996,6.6036
1993,Christian democracy,8.55,8.537028571428573,6.186642857142857,7.026442857142858
1993,Communist/Socialist,4.971666666666667,3.5574333333333334,1.66895,3.23625
1993,Conservative,12.336250000000001,7.0504875,7.47765,7.2207875
1993,Green/Ecologist,9.31,6.879833333333333,3.8216666666666668,3.114433333333333
1993,Liberal,12.754,8.58632,4.89926,3.8465
1993,Right-wing,7.92,2.75648,8.298739999999999,8.474779999999999
1993,Social democracy,17.8825,8.137575,3.122475,3.2691999999999997
1993,Special issue,0.9344444444444446,7.171233333333333,3.9767777777777775,4.666055555555555
1993,no family,1.9000000000000001,7.17925,5.2775,4.2386
1994,Agrarian,5.4366666666666665,6.638433333333334,5.544899999999999,6.166033333333334
1994,Christian democracy,15.20842105263158,7.50842105263158,6.403752631578949,7.315426315789473
1994,Communist/Socialist,6.949090909090909,3.4238818181818176,1.030309090909091,3.707218181818182
1994,Conservative,11.303333333333335,6.949427777777778,7.336266666666668,7.141616666666668
1994,Green/Ecologist,5.819999999999999,5.895857142857142,2.5460999999999996,1.5606142857142857
1994,Liberal,9.104210526315791,8.241963157894736,5.9972,3.584394736842105
1994,Right-wing,7.268000000000001,3.3067100000000003,8.68557,8.46017
1994,Social democracy,29.63461538461539,8.352723076923077,3.4051615384615377,3.341430769230769
1994,Special issue,1.3271428571428572,6.3967,4.046728571428572,4.013671428571429
1994,no family,15.553999999999998,6.71892,5.983700000000001,4.30792
1994,to be coded,1.7999999999999998,6.478350000000001,2.08715,3.2948500000000003
1995,Agrarian,5.995000000000001,4.3553,5.75895,7.054825
1995,Christian democracy,11.97,7.071183333333334,6.5246666666666675,7.661366666666667
1995,Communist/Socialist,4.62,3.5599375,1.629125,3.1495875000000004
1995,Conservative,10.253333333333332,8.294866666666666,7.348366666666667,6.529066666666666
1995,Green/Ecologist,4.796666666666667,5.802566666666666,2.955333333333334,1.86025
1995,Liberal,13.070833333333333,8.632458333333334,6.04455,4.18875
1995,Right-wing,8.446666666666667,3.175822222222222,8.641522222222221,8.3135
1995,Social democracy,18.452222222222222,7.57518888888889,3.4433888888888884,3.943922222222222
1995,Special issue,0.984,5.5160800000000005,2.6630000000000003,3.3091999999999997
1995,to be coded,1.0,3.3,1.3,3.0
1996,Agrarian,1.75,6.525,2.645,8.0
1996,Christian democracy,11.121818181818181,8.347563636363637,6.341809090909091,7.187872727272727
1996,Communist/Socialist,7.476363636363637,3.573981818181818,1.7711363636363637,3.5007000000000006
1996,Conservative,24.35785714285714,6.816492857142859,7.083421428571429,6.457985714285714
1996,Green/Ecologist,5.111666666666667,6.222416666666667,3.241916666666667,2.814766666666667
1996,Liberal,9.755,8.595566666666668,5.783225000000001,3.510816666666667
1996,Right-wing,4.050000000000001,2.6908,8.259777777777778,8.429855555555555
1996,Social democracy,16.74888888888889,7.750505555555555,3.595044444444445,4.160216666666667
1996,Special issue,3.623999999999999,6.34098,4.136566666666667,5.3831
1996,no family,8.03,8.498800000000001,4.626250000000001,5.64485
1996,to be coded,1.846666666666667,5.233466666666667,3.3130333333333333,5.2716
1997,Agrarian,7.31,5.3573,4.1856,6.5491
1997,Christian democracy,21.046666666666667,8.1733,6.5886,7.043233333333333
1997,Communist/Socialist,2.8412499999999996,3.2364625,1.4531125,3.9797124999999998
1997,Conservative,15.047545454545451,6.393172727272727,7.304045454545456,6.896927272727272
1997,Green/Ecologist,4.8,4.7528500000000005,2.795,1.8262999999999998
1997,Liberal,9.544,8.764840000000001,6.041259999999999,3.4260400000000004
1997,Right-wing,14.95,0.2157,9.6854,9.2889
1997,Social democracy,14.103,8.11422,3.3262,3.451579999999999
1997,Special issue,1.4066666666666665,8.328233333333333,4.689800000000001,3.6636666666666664
1997,no family,1.1449999999999998,6.1627,4.0528,3.9387749999999997
1998,Agrarian,3.795,6.0131,5.0916999999999994,6.04915
1998,Christian democracy,11.932222222222222,7.070266666666667,6.784933333333333,7.2603888888888894
1998,Communist/Socialist,6.344444444444445,3.273888888888889,1.2744111111111112,3.6996777777777785
1998,Conservative,15.267333333333333,6.985513333333333,7.109093333333333,6.77812
1998,Green/Ecologist,4.382857142857143,5.843057142857142,3.2962,2.8848285714285713
1998,Liberal,9.043571428571427,7.995935714285714,5.88825,3.6098642857142864
1998,Right-wing,5.095555555555555,2.307055555555556,8.900033333333333,8.73542222222222
1998,Social democracy,23.939166666666665,8.134933333333333,3.4278166666666663,3.962216666666667
1998,Special issue,1.0,7.8597,7.195,7.9997
1998,no family,1.2999999999999998,8.878350000000001,3.08715,3.5448500000000003
1999,Agrarian,11.7,3.3106,6.2179,7.60965
1999,Christian democracy,13.104285714285714,5.484285714285714,6.710614285714286,8.008242857142857
1999,Communist/Socialist,4.638333333333333,3.4371999999999994,1.6753,2.1554333333333333
1999,Conservative,11.35,6.955299999999999,7.131800000000001,6.8827
1999,Green/Ecologist,6.908571428571428,5.533714285714287,2.5688571428571434,1.4287142857142858
1999,Liberal,10.546363636363635,8.275663636363637,6.465863636363636,3.901499999999999
1999,Right-wing,10.944999999999999,3.178925,8.549674999999999,8.309125
1999,Social democracy,21.02888888888889,7.03188888888889,3.4422222222222216,3.7012333333333327
1999,Special issue,0.8333333333333334,6.794833333333333,5.020133333333333,3.9102666666666663
2000,Agrarian,7.026666666666666,6.051033333333334,4.724366666666667,7.435666666666667
2000,Christian democracy,11.244444444444445,8.049655555555555,6.652488888888889,7.091211111111111
2000,Communist/Socialist,4.753333333333333,4.128366666666667,2.0132,2.9697333333333327
2000,Conservative,13.262,8.70968,6.93394,6.39966
2000,Green/Ecologist,4.34,7.1388,4.2263,2.7009
2000,Liberal,13.457272727272727,8.754000000000001,4.766945454545455,3.311172727272727
2000,Right-wing,4.946666666666666,2.6470166666666666,7.898216666666666,8.538583333333333
2000,Social democracy,19.981666666666666,8.034625,3.813266666666666,4.314866666666666
2000,Special issue,4.996666666666667,7.483383333333333,4.0742166666666675,4.731908333333334
2000,no family,6.368571428571429,8.2979,4.225428571428571,4.108214285714285
2000,to be coded,2.9299999999999997,4.6002,3.71955,7.0074000000000005
2001,Agrarian,9.6,3.7523,4.0913,6.937200000000001
2001,Christian democracy,3.38,7.4197999999999995,6.233375,7.4933499999999995
2001,Communist/Socialist,8.185714285714287,3.8950571428571434,1.110142857142857,2.8849714285714283
2001,Conservative,13.502142857142855,6.707364285714286,7.295421428571428,6.5479071428571425
2001,Green/Ecologist,3.5233333333333334,6.452466666666666,3.432233333333334,3.001533333333333
2001,Liberal,12.962,8.041590000000001,5.70138,4.360850000000001
2001,Right-wing,4.378333333333333,4.889866666666666,7.8819333333333335,6.4301
2001,Social democracy,13.9675,8.203075,3.452308333333333,3.409825
2001,Special issue,1.1416666666666668,8.199533333333333,4.457783333333334,3.8706499999999995
2001,no family,0.7,7.9,7.4,7.0
2002,Agrarian,5.756666666666667,4.855466666666667,6.290533333333333,6.6839
2002,Christian democracy,16.105,7.328783333333334,6.787758333333334,7.549541666666669
2002,Communist/Socialist,4.332352941176471,3.1442058823529413,1.3799235294117647,3.593700000000001
2002,Conservative,14.181111111111111,6.752188888888891,7.065594444444445,6.956794444444445
2002,Green/Ecologist,5.398888888888889,5.4661333333333335,2.7429333333333332,1.7275222222222222
2002,Liberal,9.242500000000001,8.842825,6.158308333333333,3.2317166666666672
2002,Right-wing,5.4390909090909085,2.373418181818182,8.6486,8.434145454545456
2002,Social democracy,18.78705882352941,7.862323529411763,3.2611176470588226,3.828594117647058
2002,Special issue,1.0050000000000001,7.94775,5.1272,6.4833
2002,no family,14.256666666666666,5.334633333333334,2.7009333333333334,3.4218666666666664
2003,Agrarian,8.65,4.562325,5.990975,7.381575
2003,Christian democracy,12.722857142857142,5.882914285714286,6.46392857142857,7.7378285714285715
2003,Communist/Socialist,5.673333333333335,3.656633333333333,1.6175,3.516833333333333
2003,Conservative,15.11375,6.6743375,7.042362500000001,6.9713125
2003,Green/Ecologist,3.87,6.23578,2.93972,2.1881
2003,Liberal,10.682727272727272,8.113800000000001,5.351963636363636,3.4237454545454544
2003,Right-wing,5.414,2.4130200000000004,9.2072,7.69802
2003,Social democracy,20.839999999999996,7.02313,3.4288999999999996,4.03646
2003,Special issue,2.2725,6.830349999999999,2.6684,3.73995
2003,no family,2.3,8.1,3.3,3.5
2004,Agrarian,6.6,5.2909,3.2687,5.8514
2004,Christian democracy,11.784444444444444,7.9676777777777765,6.4954,7.422577777777779
2004,Communist/Socialist,9.651666666666666,5.69335,1.7934333333333334,2.494733333333333
2004,Conservative,13.823333333333332,8.380866666666666,6.8968333333333325,6.618316666666666
2004,Green/Ecologist,6.81,7.2286,3.36315,1.7451999999999999
2004,Liberal,15.205,8.67955,5.280075,3.6264000000000007
2004,Right-wing,7.595,3.6244,7.8858999999999995,9.57155
2004,Social democracy,23.138888888888886,8.081355555555556,3.907444444444444,4.361000000000001
2004,Special issue,4.6890909090909085,7.442263636363637,4.357054545454545,4.9269
2004,no family,6.414999999999999,8.498800000000001,4.626250000000001,5.64485
2004,to be coded,6.27,2.6754,4.7941,6.0148
2005,Agrarian,9.2,3.7523,4.0913,6.937200000000001
2005,Christian democracy,11.09,6.347849999999999,6.814449999999999,7.709949999999999
2005,Communist/Socialist,4.525555555555555,3.0550888888888883,1.4830666666666668,2.4996444444444443
2005,Conservative,9.437857142857142,6.438428571428571,7.304528571428572,6.448650000000001
2005,Green/Ecologist,5.164,5.30944,2.35868,1.7204800000000002
2005,Liberal,16.8475,8.898025,5.530037500000001,4.0558250000000005
2005,Right-wing,6.3100000000000005,1.1038,7.8386000000000005,8.5845
2005,Social democracy,17.635454545454547,8.236672727272726,3.460618181818182,3.5985181818181817
2005,Special issue,0.7133333333333334,7.1739999999999995,4.367966666666667,5.233266666666666
2005,no family,0.9,7.9,7.4,7.0
2005,to be coded,0.3,8.6667,3.3,3.5
2006,Agrarian,12.305,6.1721,5.5358,6.08835
2006,Christian democracy,10.575454545454544,7.547690909090909,6.459136363636364,7.564900000000001
2006,Communist/Socialist,9.892499999999998,2.5293375,0.9589624999999999,3.75815
2006,Conservative,15.68529411764706,6.48829411764706,7.133776470588236,6.630241176470588
2006,Green/Ecologist,5.1899999999999995,5.278283333333333,3.3616166666666665,2.3852
2006,Liberal,4.300909090909091,7.3126454545454544,5.898281818181818,3.2685727272727276
2006,Right-wing,6.15875,2.8363750000000003,8.433150000000001,8.223712500000001
2006,Social democracy,18.952142857142857,7.380364285714286,3.0943285714285715,3.9020571428571427
2006,Special issue,1.3375,6.026375,3.5044750000000002,3.252875
2006,no family,1.9399999999999997,4.0132,5.461833333333334,5.122633333333334
2006,to be coded,1.22,2.5,5.7895,5.7895
2007,Agrarian,8.808000000000002,4.07078,5.3693,7.38014
2007,Christian democracy,17.145,6.5544375,6.5552375,7.2966750000000005
2007,Communist/Socialist,5.585,3.2526666666666664,1.5992333333333335,3.2715583333333336
2007,Conservative,17.12857142857143,6.696978571428573,7.19032857142857,7.0151214285714305
2007,Green/Ecologist,5.833749999999999,5.9835875000000005,2.69855,1.7581375000000001
2007,Liberal,8.061428571428571,8.4717,5.988850000000001,3.6120571428571426
2007,Right-wing,5.884285714285714,1.948842857142857,9.1302,8.76347142857143
2007,Social democracy,14.291578947368421,7.92047894736842,3.307036842105263,3.309236842105263
2007,Special issue,1.2775,8.5224,4.270074999999999,3.47865
2007,no family,2.8475,4.047499999999999,5.933725,5.434
2008,Agrarian,3.73,5.2909,3.2687,5.8514
