election_year,party_name_english,country_name,country_name_short,vote_share,seats,party_id,party_name,family_id,family_name,left_right,liberty_authority,eu_anti_pro
1978,Socialist Party [Francophone],Belgium,BEL,13.0,32.0,1378,Parti Socialiste,11,Social democracy,2.9307,3.1712,8.1465
1978,Unified Socialist Party,France,FRA,1.1,0.0,516,Parti socialiste unifie,14,Communist/Socialist,1.3,3.0,3.3
1978,Union for French Democracy | Democratic Movement,France,FRA,,124.0,509,Union pour la démocratie française | Mouvement démocrate,26,Conservative,6.1017,5.4999,8.8995
1978,Walloon Rally,Belgium,BEL,2.9,4.0,460,Rassemblement Wallon,11,Social democracy,2.6,3.5,8.1
1978,Workers' Party of Belgium,Belgium,BEL,0.79,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,14,Communist/Socialist,1.3,3.0,3.3
1978,Workers' Struggle,France,FRA,1.7,0.0,1176,Lutte ouvrière,14,Communist/Socialist,0.0,3.0,3.3
1978,other left,France,FRA,1.4,10.0,177,divers gauche,11,Social democracy,3.3,3.5,8.1
1979,Aland Coalition,Finland,FIN,0.3,1.0,66,Åländsk Samlingin ääntä – Åländsk Samling,16,Special issue,,,
1979,Andalusian Party,Spain,ESP,1.82,5.0,370,Partidu Andalucista,11,Social democracy,4.85,4.43,8.725
1979,Aragonese Regionalist Party,Spain,ESP,0.21,1.0,1221,Partido Aragonés Regionalista,16,Special issue,7.1909,5.9583,8.75
1979,Austrian People's Party,Austria,AUT,41.9,77.0,1013,Österreichische Volkspartei,3,Christian democracy,6.4733,7.6198,8.8451
1979,Basque Left,Spain,ESP,0.48,1.0,1026,Euzkadiko Ezkerra,14,Communist/Socialist,2.4,3.0,7.2167
1979,Basque Nationalist Party,Spain,ESP,1.65,7.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,3,Christian democracy,6.2144,6.5139,7.8556
1979,Centre Democrats,Denmark,DNK,3.2,6.0,1324,Centrumdemokraterne,26,Conservative,5.5609,4.9307,9.1468
1979,Centre Party,Sweden,SWE,18.1,64.0,1461,Centerpartiet,2,Agrarian,5.8084,6.0583,5.5679
1979,Christian Democratic Party,Portugal,PRT,1.24,0.0,427,Partido da Democracia Cristã,3,Christian democracy,6.2,7.2,5.8333
1979,Christian Democrats,Sweden,SWE,1.4,0.0,282,Kristdemokraterna,3,Christian democracy,7.195,7.9997,7.8597
1979,Christian People's Party,Denmark,DNK,2.6,5.0,1331,Kristeligt Folkeparti,3,Christian democracy,5.6982,7.0474,5.8301
1979,Christian Social People's Party,Luxembourg,LUX,34.51,24.0,1234,Chrëschtlech Sozial Vollekspartei – Parti populaire chrétien social – Christlich Soziale Volkspartei,3,Christian democracy,6.4474,7.5,
1979,Coerced Conscripts,Luxembourg,LUX,4.45,1.0,202,Zwangsrekrutéierten – Enrôlés de Force – Zwangsrekruten,16,Special issue,,,
1979,Communist Party,Italy,ITA,30.4,201.0,1088,Partito Comunista Italiano,14,Communist/Socialist,1.6,3.0,3.3
1979,Communist Party of Austria,Austria,AUT,1.0,0.0,769,Kommunistische Partei Österreichs,14,Communist/Socialist,0.5,3.0,0.0
1979,Communist Party of Denmark,Denmark,DNK,1.9,0.0,1239,Danmarks Kommunistiske Parti,14,Communist/Socialist,1.0,3.0,0.4167
1979,Communist Party of Luxembourg,Luxembourg,LUX,5.83,2.0,151,Kommunistesch Partei Lëtzebuerg – Parti Communiste Luxembourgeois – Kommunistische Partei Luxemburg,14,Communist/Socialist,1.3,3.0,
1979,Communist Party | United Left,Spain,ESP,10.81,23.0,118,Partido Communista | Izquierda Unida,14,Communist/Socialist,2.0183,1.7351,5.2186
1979,Conservatives,United Kingdom,GBR,43.9,339.0,773,Conservatives,26,Conservative,7.4261,7.1901,2.3243
1979,Constitutional People's Party,Finland,FIN,1.2,0.0,1389,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,26,Conservative,7.4,7.0,7.9
1979,Convergence and Union,Spain,ESP,2.7,8.0,894,Convergència i Unió,26,Conservative,6.2564,6.1104,8.7309
1979,Danish Social Liberal Party,Denmark,DNK,5.4,10.0,211,Det Radikale Venstre,6,Liberal,4.8736,2.3903,7.8594
1979,Democratic Alliance,Portugal,PRT,43.71,,1543,Aliança Democrática,6,Liberal,6.0,3.5,8.7
1979,Democratic Movement,Portugal,PRT,,3.0,1281,Movimento Democrático Português,11,Social democracy,3.3,3.5,2.5
1979,Democratic Party,Luxembourg,LUX,21.32,15.0,967,Demokratesch Partei – Parti Démocratique – Demokratische Partei,6,Liberal,6.5789,2.7632,
1979,Democratic Union | Left Alliance,Finland,FIN,17.9,35.0,1292,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,14,Communist/Socialist,2.1843,3.3406,5.165
1979,Democratic Unionist Party,United Kingdom,GBR,0.23,3.0,319,Democratic Unionist Party,26,Conservative,7.4,7.0,7.9
1979,Democratic and Social Centre -- People's Party,Portugal,PRT,,43.0,251,Centro Democrático e Social – Partido Popular,3,Christian democracy,8.0222,8.9916,4.3909
1979,Finnish Party | True Finns,Finland,FIN,4.6,7.0,200,Suomen Puolue | Perussuomalaiset,2,Agrarian,6.6331,7.999,1.0945
1979,Freedom Party of Austria,Austria,AUT,6.1,11.0,50,Freiheitliche Partei Österreichs,40,Right-wing,8.3494,8.5149,1.9815
1979,Greenland and Faroe Islands,Denmark,DNK,,4.0,1634,Grønland og Færøerne,12,no family,,,
1979,Italian Democratic Socialist Party,Italy,ITA,3.8,20.0,242,Partito Socialista Democratico Italiano,11,Social democracy,4.6206,2.99,8.8222
1979,Italian Liberal Party,Italy,ITA,1.9,9.0,487,Partito Liberale Italiano,6,Liberal,6.45,3.5,7.5
1979,Italian Social Movement,Italy,ITA,5.3,30.0,831,Movimento Sociale Italiano,40,Right-wing,9.1778,8.5,2.3
1979,Italian Socialist Party,Italy,ITA,9.8,62.0,1475,Partito Socialista Italiano,11,Social democracy,3.7722,3.5,8.75
1979,Jean Gremling List -- Independent Socialists,Luxembourg,LUX,2.2,1.0,1339,Jean Gremling List – Socialistes Indépendants,11,Social democracy,3.3,3.5,
1979,Justice Party,Denmark,DNK,2.6,5.0,1606,Retsforbund,6,Liberal,6.0,3.5,0.2333
1979,Labour,United Kingdom,GBR,36.9,269.0,1556,Labour Party,11,Social democracy,4.3562,4.2779,6.9923
1979,Left Party (Communists),Sweden,SWE,5.6,20.0,882,Vänsterpartiet (kommunisterna),14,Communist/Socialist,1.5464,2.4562,1.2042
1979,Left Socialists,Denmark,DNK,3.7,6.0,189,Venstresocialisterne,14,Communist/Socialist,0.8,3.0,0.7333
1979,Liberal Party,Denmark,DNK,12.5,22.0,1605,Venstre,6,Liberal,7.292000000000001,4.9957,9.0268
1979,Liberals,United Kingdom,GBR,13.8,11.0,659,Liberals,6,Liberal,4.2875,2.6109,9.2231
1979,List for Trieste,Italy,ITA,0.18,1.0,55,Lista per Trieste,11,Social democracy,3.3,3.5,8.1
1979,Luxembourg Socialist Workers' Party,Luxembourg,LUX,24.26,14.0,701,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,11,Social democracy,3.2895,1.3158,
1979,Moderate Party,Sweden,SWE,20.3,73.0,657,Moderaterna,26,Conservative,7.8907,5.6977,8.5872
1979,National Coalition Party,Finland,FIN,21.7,47.0,1118,Kansallinen Kokoomus – Samlingspartiet,26,Conservative,7.2451,5.5872,9.0846
1979,National Front,United Kingdom,GBR,0.6,0.0,1126,National Front,40,Right-wing,8.8,8.5,2.3
1979,National Progressive Party | [Finnish] Liberal People's Party,Finland,FIN,3.7,4.0,1219,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,6,Liberal,5.7167,3.5,9.05
1979,National Union,Spain,ESP,2.11,1.0,1407,Unión Nacional,40,Right-wing,9.8,8.5,2.3
1979,Party of Labour of Spain,Spain,ESP,1.08,0.0,2227,Partido del Trabajo de España,14,Communist/Socialist,1.3,3.0,3.3
1979,People's Alliance-Party,Spain,ESP,5.91,9.0,645,Alianza-Partido Popular,26,Conservative,7.5969,7.8127,7.7368
1979,People's Party,Sweden,SWE,10.6,38.0,892,Folkpartiet,6,Liberal,6.2906,2.8515,9.4643
1979,Plaid Cymru,United Kingdom,GBR,0.4,2.0,311,Plaid Cymru,16,Special issue,3.1183,3.7107,7.8314
1979,Popular Democratic Union,Portugal,PRT,2.24,1.0,260,União Democrática Popular,14,Communist/Socialist,1.3,3.0,1.95
1979,Popular Monarchist Party,Portugal,PRT,,5.0,107,Partido Popular Monárquico,26,Conservative,7.4,7.0,5.0
1979,Portuguese Communist Party,Portugal,PRT,,44.0,514,Partido Comunista Português,14,Communist/Socialist,2.1754,1.6291,2.0461
1979,Progress Party,Denmark,DNK,11.0,20.0,978,Fremskridtspartiet,6,Liberal,9.0259,6.6509,1.4475
1979,Proletarian Unity Party,Italy,ITA,1.4,6.0,968,Partito di Unità Proletaria,14,Communist/Socialist,1.3833,3.0,5.8333
1979,Radicals,Italy,ITA,3.5,18.0,1296,Radicali,11,Social democracy,3.9732,0.3338,8.2722
1979,Reformists,Portugal,PRT,,5.0,1772,Reformadores,14,Communist/Socialist,1.3,3.0,3.3
1979,Republican Left of Catalonia,Spain,ESP,0.69,1.0,757,Esquerra Republicana de Catalunya,16,Special issue,3.1072,2.7325,7.0389
1979,Republican Party,Italy,ITA,3.03,16.0,93,Partito Repubblicano Italiano,6,Liberal,4.9704,5.1667,9.0278
1979,Scottish National Party,United Kingdom,GBR,1.6,2.0,1284,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,11,Social democracy,3.5871,3.9623,7.8641
1979,Social Democratic Party,Portugal,PRT,5.98,75.0,1273,Partido Social Democrata,6,Liberal,6.2949,7.0224,8.4691
1979,Social Democratic Party of Austria,Austria,AUT,51.0,95.0,973,Sozialdemokratische Partei Österreichs,11,Social democracy,3.7293,3.4766,8.4495
1979,Social Democratic Party of Finland,Finland,FIN,23.9,52.0,395,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,11,Social democracy,3.5595,4.2417,8.621
1979,Social Democratic and Labour Party,United Kingdom,GBR,0.4,1.0,1023,Social Democratic and Labour Party,11,Social democracy,3.3,3.5,8.6667
1979,Social Democrats,Sweden,SWE,43.2,154.0,904,Socialdemokraterna,11,Social democracy,3.4447,4.4407,7.4445
1979,Socialist Party,Portugal,PRT,28.1,74.0,725,Partido Socialista,11,Social democracy,4.0492,3.5411,9.2233
1979,Socialist Peoples Party,Denmark,DNK,5.9,11.0,1644,Socialistisk Folkeparti,19,Green/Ecologist,2.1347,2.1476,3.5917
1979,South Tyrol Peoples Party,Italy,ITA,0.56,4.0,1030,Südtiroler Volkspartei,16,Special issue,5.4,6.9,7.6083
1979,Spanish Socialist Workers Party,Spain,ESP,30.5,121.0,902,Partido Socialista Obrero Español,11,Social democracy,3.7377,3.0399,9.129
1979,Swedish People's Party,Finland,FIN,4.2,9.0,585,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,6,Liberal,6.3906,3.8385,8.5284
1979,The Greens,Luxembourg,LUX,1.0,0.0,310,Déi Gréng – Les Verts – Die Grünen,19,Green/Ecologist,2.5,0.7895,
1979,Ulster Unionist Party,United Kingdom,GBR,0.82,5.0,1210,Ulster Unionist Party,26,Conservative,8.3,7.0,7.9
1979,Union of the Democratic Centre,Spain,ESP,34.95,168.0,135,Unión de Centro Democrático,6,Liberal,7.1,3.5,8.7
1979,United People,Spain,ESP,0.96,3.0,1317,Herri Batasuna,16,Special issue,0.5909,4.3889,3.25
1979,United People Alliance,Portugal,PRT,19.33,,11,Aliança Povo Unido,14,Communist/Socialist,1.3,3.0,3.3
1979,Valdotanian Union,Italy,ITA,0.09,1.0,974,Union Valdôtaine,16,Special issue,,,
1979,one seat,United Kingdom,GBR,0.13,1.0,2296,one seat,12,no family,,,
1979,others,United Kingdom,GBR,,2.0,453,others,12,no family,,,
1980,Alliance 90 / Greens,Germany,DEU,1.5,0.0,772,Bündnis 90 / Die Grünen,19,Green/Ecologist,2.9308,1.3251,7.6101
1980,Christian Democratic Union,Germany,DEU,34.2,174.0,808,Christlich Demokratische Union,3,Christian democracy,6.2503,6.9333,8.5024
1980,Christian Social Union,Germany,DEU,10.3,52.0,1180,Christlich Soziale Union,3,Christian democracy,7.2871,7.8675,6.667999999999999
1980,Democratic Alliance,Portugal,PRT,47.59,,1543,Aliança Democrática,6,Liberal,6.0,3.5,8.7
1980,Democratic Movement,Portugal,PRT,,2.0,1281,Movimento Democrático Português,11,Social democracy,3.3,3.5,2.5
1980,Democratic and Social Centre -- People's Party,Portugal,PRT,,46.0,251,Centro Democrático e Social – Partido Popular,3,Christian democracy,8.0222,8.9916,4.3909
1980,Free Democratic Party,Germany,DEU,10.6,53.0,543,Freie Demokratische Partei,6,Liberal,5.9233,3.0695,8.4855
1980,Independent Social Democrats,Portugal,PRT,,4.0,622,Associação Social Democrata Independente,11,Social democracy,3.3,3.5,8.1
1980,Leftwing Union for the Socialist Democracy,Portugal,PRT,,4.0,565,União da Esquerda para a Democracia Socialista,11,Social democracy,3.3,3.5,8.1
1980,Popular Democratic Union,Portugal,PRT,1.41,1.0,260,União Democrática Popular,14,Communist/Socialist,1.3,3.0,1.95
1980,Popular Monarchist Party,Portugal,PRT,,6.0,107,Partido Popular Monárquico,26,Conservative,7.4,7.0,5.0
1980,Portuguese Communist Party,Portugal,PRT,,39.0,514,Partido Comunista Português,14,Communist/Socialist,2.1754,1.6291,2.0461
1980,Revolutionary Socialist Party,Portugal,PRT,1.03,0.0,998,Partido Socialista Revolucionário,14,Communist/Socialist,1.3,3.0,1.3833
1980,Social Democratic Party,Portugal,PRT,,82.0,1273,Partido Social Democrata,6,Liberal,6.2949,7.0224,8.4691
1980,Social Democratic Party of Germany,Germany,DEU,42.9,218.0,558,Sozialdemokratische Partei Deutschlands,11,Social democracy,3.6451,3.9791,7.9318
1980,Socialist Party,Portugal,PRT,27.76,66.0,725,Partido Socialista,11,Social democracy,4.0492,3.5411,9.2233
1980,United People Alliance,Portugal,PRT,17.14,,11,Aliança Povo Unido,14,Communist/Socialist,1.3,3.0,3.3
1980,Workers Party of Socialist Unity,Portugal,PRT,1.41,0.0,375,Partido Operário de Unidade Socialista,14,Communist/Socialist,1.3,3.0,3.3
1981,Agalev -- Green,Belgium,BEL,2.3,2.0,1594,Agalev – Groen,19,Green/Ecologist,2.5762,1.0234,7.2593
1981,Anti H-Block,Ireland,IRL,2.4290000000000003,2.0,1323,Anti H-Block,16,Special issue,,,
1981,Centre Democrats,Denmark,DNK,8.3,15.0,1324,Centrumdemokraterne,26,Conservative,5.5609,4.9307,9.1468
1981,Centre of Social Democrats,France,FRA,5.3,0.0,2265,Centre des démocrates sociaux,3,Christian democracy,6.2,7.2,8.3
1981,Christian Democratic Appeal,Netherlands,NLD,30.81,48.0,235,Christen Democratisch Appèl,3,Christian democracy,5.9376,6.6882,7.7157
1981,Christian People's Party,Denmark,DNK,2.3,4.0,1331,Kristeligt Folkeparti,3,Christian democracy,5.6982,7.0474,5.8301
1981,Communist Party,Belgium,BEL,2.3,2.0,708,Kommunistische Partij – Parti Communiste,14,Communist/Socialist,1.4,3.0,4.45
1981,Communist Party of Denmark,Denmark,DNK,1.1,0.0,1239,Danmarks Kommunistiske Parti,14,Communist/Socialist,1.0,3.0,0.4167
1981,Communist Party of Greece,Greece,GRC,10.9,13.0,614,Kommounistikó Kómma Elládas,14,Communist/Socialist,1.253,5.1503,0.2722
1981,Communist Party of Greece (Interior),Greece,GRC,1.3,0.0,1311,Kommunistikon Komma Ellados Esoterikou,14,Communist/Socialist,1.3,3.0,3.3
1981,Communist Party of the Netherlands,Netherlands,NLD,2.05,3.0,1194,Communistische Partij Nederland,14,Communist/Socialist,0.8,3.0,5.0
1981,Confederated ecologists for the organisation of original struggles,Belgium,BEL,2.5,2.0,161,Écologistes Confédérés pour l'organisation de luttes originales,19,Green/Ecologist,2.641,1.3744,7.5411
1981,Conservatives,Denmark,DNK,14.5,26.0,590,Konservative,26,Conservative,7.2186,6.5055,7.7791
1981,Danish Social Liberal Party,Denmark,DNK,5.1,9.0,211,Det Radikale Venstre,6,Liberal,4.8736,2.3903,7.8594
1981,Democratic Party,Cyprus,CYP,19.5,8.0,851,Dimokratikó Kómma,26,Conservative,5.1316,6.0526,
1981,Democratic Rally,Cyprus,CYP,31.92,12.0,1575,Dimokratikós Sinayermós,26,Conservative,8.6842,5.0,
1981,Democratic Socialists 70,Netherlands,NLD,0.56,0.0,402,Democratisch Socialisten 70,26,Conservative,3.8433,3.5288,8.4641
1981,Democrats 66,Netherlands,NLD,11.06,17.0,345,Democraten 66,6,Liberal,4.5066,1.7625,8.6233
1981,Fianna Fail,Ireland,IRL,45.26,78.0,280,Fianna Fáil,26,Conservative,6.0713,6.9898,7.8389
1981,Fine Gael (Familiy of the Irish),Ireland,IRL,36.46,65.0,1393,Fine Gael,3,Christian democracy,6.4372,5.787000000000001,9.1708
1981,Flemish Block,Belgium,BEL,1.1,1.0,993,Vlaams Blok,40,Right-wing,9.6622,9.5234,2.7560000000000002
1981,Flemish Christian Peoples Party,Belgium,BEL,19.3,43.0,723,Christelijke Volkspartij,3,Christian democracy,5.7667,7.2083,8.9013
1981,Francophone Christian Social Party -- Humanist Democratic Centre,Belgium,BEL,7.1,18.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,3,Christian democracy,5.4974,6.6409,8.7795
1981,Francophone Democratic Front,Belgium,BEL,2.5,6.0,969,Front Démocratique des Francophones | DéFI,6,Liberal,6.1259,5.8,8.7274
1981,French Communist Party,France,FRA,16.1,43.0,686,Parti communiste française,14,Communist/Socialist,1.3741,4.5083,2.3595
1981,Greenland and Faroe Islands,Denmark,DNK,,4.0,1634,Grønland og Færøerne,12,no family,,,
1981,Greens,France,FRA,1.1,0.0,873,Les Verts,19,Green/Ecologist,3.155,1.4772,6.4585
1981,Justice Party,Denmark,DNK,1.4,0.0,1606,Retsforbund,6,Liberal,6.0,3.5,0.2333
1981,Labour Party,Netherlands,NLD,28.29,44.0,742,Partij van de Arbeid,11,Social democracy,3.6118,3.2028,7.9904
1981,Left Socialists,Denmark,DNK,2.6,5.0,189,Venstresocialisterne,14,Communist/Socialist,0.8,3.0,0.7333
1981,Liberal Party,Denmark,DNK,11.3,20.0,1605,Venstre,6,Liberal,7.292000000000001,4.9957,9.0268
1981,Liberal Reformist Party,Belgium,BEL,8.6,24.0,454,Parti Réformateur Libéral,6,Liberal,6.8551,4.4381,9.0856
1981,Malta Labour Party,Malta,MLT,49.07,34.0,1003,Partit Laburista,11,Social democracy,4.2105,6.3158,
1981,Movement for Social Democracy EDEK,Cyprus,CYP,8.17,3.0,945,Kinima Sosialdimokraton EDEK,11,Social democracy,3.2895,5.9211,
1981,National Centre of Independents and Peasants [Conservatives],France,FRA,2.6,10.0,1414,Centre national des indépendants et paysans,26,Conservative,7.5636,7.2219,7.2286
1981,Nationalist Party,Malta,MLT,50.92,31.0,984,Partit Nazzjonalista,26,Conservative,5.7143,6.9173,
1981,New Democracy,Greece,GRC,35.9,115.0,47,Néa Đimokratía,3,Christian democracy,6.7365,6.6712,8.9869
1981,New Democratic Front,Cyprus,CYP,1.9,0.0,1778,Nea Demokratiki Parataxi,28,to be coded,,,
1981,Pacifist Socialist Party,Netherlands,NLD,2.12,3.0,1452,Pacifistisch Socialistische Partij,14,Communist/Socialist,0.6,3.0,5.0
1981,Pancypriot Militant Front,Cyprus,CYP,2.8,0.0,1776,Pankyprio Agonistiko Metopo,40,Right-wing,8.8,8.5,
1981,Panhellenic Socialist Movement,Greece,GRC,48.1,172.0,1338,Panellinio Sosialistikó Kínima,11,Social democracy,4.4968,3.6025,9.2535
1981,Party of Liberty and Progress | Flemish Liberals and Democrats,Belgium,BEL,12.9,28.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,6,Liberal,7.0053,3.7139,8.7549
1981,People's Party for Freedom and Democracy,Netherlands,NLD,17.32,26.0,1409,Volkspartij voor Vrijheid en Democratie,6,Liberal,7.3482,4.3887,5.9471
1981,People's Union,Belgium,BEL,9.8,20.0,290,Volksunie,40,Right-wing,6.5321,6.06,6.4243
1981,Political Reformed Party,Netherlands,NLD,1.97,3.0,1251,Staatkundig Gereformeerde Partij,26,Conservative,8.7531,9.7744,2.9307
1981,Progress Party,Denmark,DNK,8.9,16.0,978,Fremskridtspartiet,6,Liberal,9.0259,6.6509,1.4475
1981,Progressive Party,Greece,GRC,1.7,0.0,2123,Komma Proodeftikon,26,Conservative,7.4,7.0,7.9
1981,Progressive Party of Working People,Cyprus,CYP,32.77,12.0,572,Anorthotikó Kómma Ergazómenou Laoú,14,Communist/Socialist,1.0526,6.1842,
1981,Radical Party of the Left,France,FRA,1.1,14.0,1492,Parti radical de gauche,11,Social democracy,4.0813,4.2381,7.9361
1981,Radical Political Party,Netherlands,NLD,1.97,3.0,342,Politieke Partij Radikalen,19,Green/Ecologist,1.6,1.8,5.0
1981,Radical Socialist Party,France,FRA,10.6,0.0,401,Parti radical-socialiste ,26,Conservative,3.9896,4.2381,7.9361
1981,Rally for the Republic,France,FRA,20.7,80.0,138,Rassemblement pour la république,26,Conservative,7.4997,7.1854,6.9862
1981,Reformatory Political Federation,Netherlands,NLD,1.25,2.0,212,Reformatorische Politieke Federati,3,Christian democracy,8.2963,8.5455,3.5447
1981,Reformed Political League,Netherlands,NLD,0.82,1.0,625,Gereformeerd Politiek Verbond,26,Conservative,8.1444,8.6364,3.4848
1981,Respect for Labour,Belgium,BEL,2.7,3.0,1440,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,40,Right-wing,9.2,8.5,2.3
1981,Sinn Fein The Workers' Party,Ireland,IRL,1.72,1.0,433,Sinn Féin The Workers' Party,14,Communist/Socialist,1.3,3.0,3.3
1981,Social Democrats,Denmark,DNK,32.9,59.0,1629,Socialdemokraterne,11,Social democracy,3.8011,4.2722,7.4311
1981,Socialist Party,France,FRA,36.0,268.0,1539,Parti socialiste,11,Social democracy,3.2493,2.9367,7.9448
1981,Socialist Party [Francophone],Belgium,BEL,12.7,35.0,1378,Parti Socialiste,11,Social democracy,2.9307,3.1712,8.1465
1981,Socialist Peoples Party,Denmark,DNK,11.3,21.0,1644,Socialistisk Folkeparti,19,Green/Ecologist,2.1347,2.1476,3.5917
1981,Union Centre,Cyprus,CYP,2.7,0.0,1777,Enosi Kentrou,6,Liberal,6.0,3.5,
1981,Union for French Democracy | Democratic Movement,France,FRA,2.2,59.0,509,Union pour la démocratie française | Mouvement démocrate,26,Conservative,6.1017,5.4999,8.8995
1981,Walloon Rally,Belgium,BEL,1.7,2.0,460,Rassemblement Wallon,11,Social democracy,2.6,3.5,8.1
1981,Workers' Party of Belgium,Belgium,BEL,0.67,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,14,Communist/Socialist,1.3,3.0,3.3
1981,no party affiliation,Malta,MLT,0.01,0.0,1572,no party affiliation,12,no family,,,
1981,one seat,Ireland,IRL,0.41,1.0,2298,one seat,12,no family,,,
1982,Basque Left,Spain,ESP,0.48,1.0,1026,Euzkadiko Ezkerra,14,Communist/Socialist,2.4,3.0,7.2167
1982,Basque Nationalist Party,Spain,ESP,1.89,8.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,3,Christian democracy,6.2144,6.5139,7.8556
1982,Centre Party,Sweden,SWE,15.5,56.0,1461,Centerpartiet,2,Agrarian,5.8084,6.0583,5.5679
1982,Christian Democratic Appeal,Netherlands,NLD,29.39,45.0,235,Christen Democratisch Appèl,3,Christian democracy,5.9376,6.6882,7.7157
1982,Christian Democrats,Sweden,SWE,1.8,0.0,282,Kristdemokraterna,3,Christian democracy,7.195,7.9997,7.8597
1982,Communist Party of the Netherlands,Netherlands,NLD,1.79,3.0,1194,Communistische Partij Nederland,14,Communist/Socialist,0.8,3.0,5.0
1982,Communist Party | United Left,Spain,ESP,4.04,4.0,118,Partido Communista | Izquierda Unida,14,Communist/Socialist,2.0183,1.7351,5.2186
1982,Convergence and Union,Spain,ESP,3.69,12.0,894,Convergència i Unió,26,Conservative,6.2564,6.1104,8.7309
1982,Democratic and Social Centre,Spain,ESP,2.88,2.0,637,Centró Democrático y Social,3,Christian democracy,6.2,7.2,9.7167
1982,Democrats 66,Netherlands,NLD,4.26,6.0,345,Democraten 66,6,Liberal,4.5066,1.7625,8.6233
1982,Fianna Fail,Ireland,IRL,45.2,75.0,280,Fianna Fáil,26,Conservative,6.0713,6.9898,7.8389
1982,Fine Gael (Familiy of the Irish),Ireland,IRL,39.22,70.0,1393,Fine Gael,3,Christian democracy,6.4372,5.787000000000001,9.1708
1982,Greens,Sweden,SWE,1.7,0.0,1154,Miljöpartiet de Gröna,19,Green/Ecologist,3.3789,2.5198,0.9875
1982,Labour Party,Netherlands,NLD,30.4,47.0,742,Partij van de Arbeid,11,Social democracy,3.6118,3.2028,7.9904
1982,Left Party (Communists),Sweden,SWE,5.5,20.0,882,Vänsterpartiet (kommunisterna),14,Communist/Socialist,1.5464,2.4562,1.2042
1982,Moderate Party,Sweden,SWE,23.6,86.0,657,Moderaterna,26,Conservative,7.8907,5.6977,8.5872
1982,Pacifist Socialist Party,Netherlands,NLD,2.28,3.0,1452,Pacifistisch Socialistische Partij,14,Communist/Socialist,0.6,3.0,5.0
1982,People's Alliance-Party,Spain,ESP,26.48,107.0,645,Alianza-Partido Popular,26,Conservative,7.5969,7.8127,7.7368
1982,People's Party,Sweden,SWE,5.9,21.0,892,Folkpartiet,6,Liberal,6.2906,2.8515,9.4643
1982,People's Party for Freedom and Democracy,Netherlands,NLD,23.08,36.0,1409,Volkspartij voor Vrijheid en Democratie,6,Liberal,7.3482,4.3887,5.9471
1982,Political Reformed Party,Netherlands,NLD,1.9,3.0,1251,Staatkundig Gereformeerde Partij,26,Conservative,8.7531,9.7744,2.9307
1982,Radical Political Party,Netherlands,NLD,1.66,2.0,342,Politieke Partij Radikalen,19,Green/Ecologist,1.6,1.8,5.0
1982,Reformatory Political Federation,Netherlands,NLD,1.51,2.0,212,Reformatorische Politieke Federati,3,Christian democracy,8.2963,8.5455,3.5447
1982,Reformed Political League,Netherlands,NLD,0.82,1.0,625,Gereformeerd Politiek Verbond,26,Conservative,8.1444,8.6364,3.4848
1982,Republican Left of Catalonia,Spain,ESP,0.66,1.0,757,Esquerra Republicana de Catalunya,16,Special issue,3.1072,2.7325,7.0389
1982,Sinn Fein,Ireland,IRL,1.01,0.0,2217,Sinn Féin,14,Communist/Socialist,2.7935,4.5005,3.3
1982,Sinn Fein The Workers' Party,Ireland,IRL,3.25,2.0,433,Sinn Féin The Workers' Party,14,Communist/Socialist,1.3,3.0,3.3
1982,Social Democrats,Sweden,SWE,45.6,166.0,904,Socialdemokraterna,11,Social democracy,3.4447,4.4407,7.4445
1982,Socialist Party,Netherlands,NLD,0.55,0.0,357,Socialistiese Partij,14,Communist/Socialist,1.3682,4.2099,2.5049
1982,Spanish Socialist Workers Party,Spain,ESP,48.34,202.0,902,Partido Socialista Obrero Español,11,Social democracy,3.7377,3.0399,9.129
1982,Union of the Democratic Centre,Spain,ESP,6.8,11.0,135,Unión de Centro Democrático,6,Liberal,7.1,3.5,8.7
1982,United People,Spain,ESP,1.01,2.0,1317,Herri Batasuna,16,Special issue,0.5909,4.3889,3.25
1982,no party affiliation,Ireland,IRL,,3.0,30,no party affiliation,12,no family,,,
1982,one seat,Netherlands,NLD,0.69,1.0,2288,one seat,12,no family,,,
1983,Aland Coalition,Finland,FIN,0.3,1.0,66,Åländsk Samlingin ääntä – Åländsk Samling,16,Special issue,,,
