election_year,country_name,party_id,family_name,eu_anti_pro,left_right,liberty_authority,seats,vote_share
1963,Netherlands,451,Christian democracy,7.7157,5.9473,6.6882,50.0,31.88
1963,Netherlands,625,Conservative,3.4848,8.1444,8.6364,1.0,0.74
1963,Netherlands,742,Social democracy,7.9904,3.6118,3.2028,43.0,28.01
1963,Netherlands,1194,Communist/Socialist,5.0,0.8,3.0,4.0,2.77
1963,Netherlands,1251,Conservative,2.9307,8.7531,9.7744,3.0,2.3
1963,Netherlands,1409,Liberal,5.9471,7.3482,4.3887,16.0,10.29
1963,Netherlands,1452,Communist/Socialist,5.0,0.6,3.0,4.0,3.03
1963,Netherlands,1595,Agrarian,5.4,5.3,6.5,3.0,2.13
1963,Netherlands,2110,no family,5.4,5.3,6.5,0.0,0.6
1964,Denmark,211,Liberal,7.8594,4.8736,2.3903,10.0,5.3
1964,Denmark,538,Liberal,8.7,6.0,3.5,5.0,2.5
1964,Denmark,590,Conservative,7.7791,7.2186,6.5055,36.0,20.1
1964,Denmark,1239,Communist/Socialist,0.4167,1.0,3.0,0.0,1.2
1964,Denmark,1605,Liberal,9.0268,7.292000000000001,4.9957,38.0,20.8
1964,Denmark,1606,Liberal,0.2333,6.0,3.5,0.0,1.3
1964,Denmark,1629,Social democracy,7.4311,3.8011,4.2722,76.0,41.9
1964,Denmark,1634,no family,7.4311,3.8011,4.2722,4.0,41.9
1964,Denmark,1644,Green/Ecologist,3.5917,2.1347,2.1476,10.0,5.8
1964,Luxembourg,151,Communist/Socialist,3.5917,1.3,3.0,5.0,12.47
1964,Luxembourg,701,Social democracy,3.5917,3.2895,1.3158,21.0,37.68
1964,Luxembourg,967,Liberal,3.5917,6.5789,2.7632,6.0,10.57
1964,Luxembourg,1234,Christian democracy,3.5917,6.4474,7.5,22.0,33.28
1964,Luxembourg,1462,Special issue,3.5917,6.4474,7.5,2.0,6.01
1964,Sweden,282,Christian democracy,7.8597,7.195,7.9997,0.0,1.8
1964,Sweden,657,Conservative,8.5872,7.8907,5.6977,32.0,13.7
1964,Sweden,802,Conservative,7.9,7.4,7.0,3.0,1.5
1964,Sweden,882,Communist/Socialist,1.2042,1.5464,2.4562,8.0,5.2
1964,Sweden,892,Liberal,9.4643,6.2906,2.8515,42.0,17.0
1964,Sweden,904,Social democracy,7.4445,3.4447,4.4407,113.0,47.3
1964,Sweden,1010,Liberal,8.7,6.0,3.5,2.0,0.3
1964,Sweden,1461,Agrarian,5.5679,5.8084,6.0583,33.0,13.2
1964,United Kingdom,311,Special issue,7.8314,3.1183,3.7107,0.0,0.2
1964,United Kingdom,659,Liberal,9.2231,4.2875,2.6109,9.0,11.2
1964,United Kingdom,773,Conservative,2.3243,7.4261,7.1901,298.0,11.2
1964,United Kingdom,1017,Liberal,8.7,6.0,3.5,6.0,11.2
1964,United Kingdom,1496,Conservative,7.9,7.8,7.0,6.0,43.4
1964,United Kingdom,1556,Social democracy,6.9923,4.3562,4.2779,317.0,44.1
1965,Belgium,63,Liberal,8.7,6.0,3.5,48.0,21.6
1965,Belgium,167,Social democracy,8.1,2.5,3.5,64.0,28.28
1965,Belgium,290,Right-wing,6.4243,6.5321,6.06,12.0,6.7
1965,Belgium,708,Communist/Socialist,4.45,1.4,3.0,6.0,4.6
1965,Belgium,969,Liberal,8.7274,6.1259,5.8,3.0,1.3
1965,Belgium,1051,Christian democracy,8.3,6.2,7.2,77.0,34.45
1965,Belgium,2052,no family,8.3,6.2,7.2,0.0,0.8
1965,Belgium,2300,no family,8.3,6.2,7.2,2.0,0.8
1965,Germany,543,Liberal,8.4855,5.9233,3.0695,49.0,9.5
1965,Germany,558,Social democracy,7.9318,3.6451,3.9791,202.0,39.3
1965,Germany,633,Communist/Socialist,3.3,1.3,3.0,0.0,1.3
1965,Germany,808,Christian democracy,8.5024,6.2503,6.9333,196.0,38.2
1965,Germany,1180,Christian democracy,6.667999999999999,7.2871,7.8675,49.0,9.6
1965,Germany,1537,Right-wing,0.7989,9.8246,9.4219,0.0,2.0
1965,Ireland,30,no family,0.7989,9.8246,9.4219,2.0,2.0
1965,Ireland,92,Conservative,7.9,7.4,7.0,1.0,0.75
1965,Ireland,280,Conservative,7.8389,6.0713,6.9898,72.0,47.67
1965,Ireland,318,Social democracy,7.1292,3.6252,3.1071,22.0,15.38
1965,Ireland,1393,Christian democracy,9.1708,6.4372,5.787000000000001,47.0,34.08
1965,Ireland,2216,no family,9.1708,6.4372,5.787000000000001,0.0,0.01
1966,Austria,50,Right-wing,1.9815,8.3494,8.5149,6.0,5.35
1966,Austria,973,Social democracy,8.4495,3.7293,3.4766,74.0,42.56
1966,Austria,1013,Christian democracy,8.8451,6.4733,7.6198,85.0,48.35
1966,Austria,1743,Right-wing,2.3,8.8,8.5,0.0,3.28
1966,Denmark,211,Liberal,7.8594,4.8736,2.3903,13.0,7.3
1966,Denmark,538,Liberal,8.7,6.0,3.5,0.0,1.6
1966,Denmark,590,Conservative,7.7791,7.2186,6.5055,34.0,18.68
1966,Denmark,1478,Liberal,8.7,6.0,3.5,4.0,2.5
1966,Denmark,1605,Liberal,9.0268,7.292000000000001,4.9957,35.0,19.29
1966,Denmark,1629,Social democracy,7.4311,3.8011,4.2722,69.0,38.26
1966,Denmark,1634,no family,7.4311,3.8011,4.2722,4.0,38.26
1966,Denmark,1644,Green/Ecologist,3.5917,2.1347,2.1476,20.0,10.9
1966,Finland,66,Special issue,3.5917,2.1347,2.1476,1.0,0.3
1966,Finland,94,Agrarian,5.5267,5.8027,7.2203,49.0,21.2
1966,Finland,200,Agrarian,1.0945,6.6331,7.999,1.0,1.0
1966,Finland,395,Social democracy,8.621,3.5595,4.2417,55.0,27.2
1966,Finland,585,Liberal,8.5284,6.3906,3.8385,11.0,5.7
1966,Finland,1108,Social democracy,8.1,3.3,3.5,7.0,2.6
1966,Finland,1118,Conservative,9.0846,7.2451,5.5872,26.0,13.8
1966,Finland,1219,Liberal,9.05,5.7167,3.5,9.0,6.5
1966,Finland,1292,Communist/Socialist,5.165,2.1843,3.3406,41.0,21.2
1966,Finland,1463,Christian democracy,3.2103,7.1884,8.3076,0.0,0.45
1966,Malta,217,Conservative,3.2103,7.4,7.0,0.0,1.46
1966,Malta,393,Social democracy,3.2103,3.3,3.5,0.0,1.29
1966,Malta,984,Conservative,3.2103,5.7143,6.9173,28.0,47.89
1966,Malta,1003,Social democracy,3.2103,4.2105,6.3158,22.0,43.09
1966,Malta,1225,Social democracy,3.2103,3.3,3.5,0.0,6.0
1966,United Kingdom,659,Liberal,9.2231,4.2875,2.6109,12.0,8.6
1966,United Kingdom,773,Conservative,2.3243,7.4261,7.1901,250.0,8.6
1966,United Kingdom,1017,Liberal,8.7,6.0,3.5,3.0,8.6
1966,United Kingdom,1092,to be coded,8.7,6.0,3.5,1.0,0.1
1966,United Kingdom,1284,Social democracy,7.8641,3.5871,3.9623,0.0,0.5
1966,United Kingdom,1496,Conservative,7.9,7.8,7.0,0.0,41.9
1966,United Kingdom,1556,Social democracy,6.9923,4.3562,4.2779,364.0,48.0
1967,France,59,Conservative,8.246,7.0577,6.1743,41.0,5.5
1967,France,516,Communist/Socialist,3.3,1.3,3.0,3.0,2.1
1967,France,686,Communist/Socialist,2.3595,1.3741,4.5083,72.0,22.5
1967,France,1094,Conservative,7.9,8.2,7.0,191.0,33.0
1967,France,1414,Conservative,7.2286,7.5636,7.2219,7.0,3.3
1967,France,1491,Christian democracy,8.9659,5.7216,5.4033,38.0,14.1
1967,France,1539,Social democracy,7.9448,3.2493,2.9367,118.0,18.9
1967,France,2079,Right-wing,2.3,8.8,8.5,0.0,0.6
1967,Netherlands,300,Christian democracy,8.2894,5.8067,6.7724,15.0,9.9
1967,Netherlands,345,Liberal,8.6233,4.5066,1.7625,7.0,4.48
1967,Netherlands,405,Christian democracy,8.2894,5.8067,6.7724,12.0,8.14
1967,Netherlands,451,Christian democracy,7.7157,5.9473,6.6882,42.0,26.5
1967,Netherlands,625,Conservative,3.4848,8.1444,8.6364,1.0,0.86
1967,Netherlands,742,Social democracy,7.9904,3.6118,3.2028,37.0,23.55
1967,Netherlands,1194,Communist/Socialist,5.0,0.8,3.0,5.0,3.61
1967,Netherlands,1251,Conservative,2.9307,8.7531,9.7744,3.0,2.01
1967,Netherlands,1409,Liberal,5.9471,7.3482,4.3887,17.0,10.73
1967,Netherlands,1452,Communist/Socialist,5.0,0.6,3.0,4.0,2.87
1967,Netherlands,1595,Agrarian,5.4,5.3,6.5,7.0,4.77
1967,Netherlands,2110,no family,5.4,5.3,6.5,0.0,0.66
1968,Belgium,63,Liberal,8.7,6.0,3.5,47.0,20.9
1968,Belgium,167,Social democracy,8.1,2.5,3.5,59.0,28.0
1968,Belgium,290,Right-wing,6.4243,6.5321,6.06,20.0,9.8
1968,Belgium,460,Social democracy,8.1,2.6,3.5,5.0,3.4
1968,Belgium,708,Communist/Socialist,4.45,1.4,3.0,5.0,3.3
1968,Belgium,723,Christian democracy,8.9013,5.7667,7.2083,50.0,20.0
1968,Belgium,969,Liberal,8.7274,6.1259,5.8,7.0,2.5
1968,Belgium,1192,Christian democracy,8.7795,5.4974,6.6409,19.0,11.7
1968,Denmark,189,Communist/Socialist,0.7333,0.8,3.0,4.0,2.0
1968,Denmark,211,Liberal,7.8594,4.8736,2.3903,27.0,15.0
1968,Denmark,590,Conservative,7.7791,7.2186,6.5055,37.0,20.4
1968,Denmark,1239,Communist/Socialist,0.4167,1.0,3.0,0.0,1.04
1968,Denmark,1478,Liberal,8.7,6.0,3.5,0.0,1.3
1968,Denmark,1605,Liberal,9.0268,7.292000000000001,4.9957,34.0,18.6
1968,Denmark,1629,Social democracy,7.4311,3.8011,4.2722,62.0,34.1
1968,Denmark,1634,no family,7.4311,3.8011,4.2722,4.0,34.1
1968,Denmark,1644,Green/Ecologist,3.5917,2.1347,2.1476,11.0,6.1
1968,France,59,Conservative,8.246,7.0577,6.1743,64.0,8.4
1968,France,516,Communist/Socialist,3.3,1.3,3.0,0.0,3.9
1968,France,686,Communist/Socialist,2.3595,1.3741,4.5083,33.0,20.0
1968,France,1094,Conservative,7.9,8.2,7.0,282.0,38.0
1968,France,1414,Conservative,7.2286,7.5636,7.2219,8.0,1.9
1968,France,1491,Christian democracy,8.9659,5.7216,5.4033,26.0,10.5
1968,France,1539,Social democracy,7.9448,3.2493,2.9367,57.0,16.5
1968,Italy,93,Liberal,9.0278,4.9704,5.1667,9.0,2.0
1968,Italy,487,Liberal,7.5,6.45,3.5,31.0,5.8
1968,Italy,831,Right-wing,2.3,9.1778,8.5,24.0,4.5
1968,Italy,1030,Special issue,7.6083,5.4,6.9,3.0,0.48
1968,Italy,1088,Communist/Socialist,3.3,1.6,3.0,177.0,26.9
1968,Italy,1475,Social democracy,8.75,3.7722,3.5,91.0,14.5
1968,Italy,1593,Communist/Socialist,3.3,1.3,3.0,23.0,4.5
1968,Italy,1633,Christian democracy,8.9667,5.6611,7.2,266.0,39.1
1968,Italy,1702,Conservative,7.9,7.4,7.0,6.0,1.3
1968,Italy,2059,no family,7.9,7.4,7.0,0.0,0.32
1968,Luxembourg,151,Communist/Socialist,7.9,1.3,3.0,6.0,15.5
1968,Luxembourg,701,Social democracy,7.9,3.2895,1.3158,18.0,32.25
1968,Luxembourg,967,Liberal,7.9,6.5789,2.7632,11.0,16.57
1968,Luxembourg,1234,Christian democracy,7.9,6.4474,7.5,21.0,35.29
1968,Luxembourg,1462,Special issue,7.9,6.4474,7.5,0.0,0.4
1968,Sweden,282,Christian democracy,7.8597,7.195,7.9997,0.0,1.5
1968,Sweden,657,Conservative,8.5872,7.8907,5.6977,29.0,12.9
1968,Sweden,802,Conservative,7.9,7.4,7.0,4.0,1.7
1968,Sweden,882,Communist/Socialist,1.2042,1.5464,2.4562,3.0,3.0
1968,Sweden,892,Liberal,9.4643,6.2906,2.8515,32.0,14.3
1968,Sweden,904,Social democracy,7.4445,3.4447,4.4407,125.0,50.1
1968,Sweden,1010,Liberal,8.7,6.0,3.5,3.0,0.9
1968,Sweden,1461,Agrarian,5.5679,5.8084,6.0583,37.0,15.7
1969,Germany,543,Liberal,8.4855,5.9233,3.0695,30.0,5.8
1969,Germany,558,Social democracy,7.9318,3.6451,3.9791,224.0,42.7
1969,Germany,808,Christian democracy,8.5024,6.2503,6.9333,193.0,36.6
1969,Germany,1180,Christian democracy,6.667999999999999,7.2871,7.8675,49.0,9.5
1969,Germany,1537,Right-wing,0.7989,9.8246,9.4219,0.0,4.3
1969,Ireland,30,no family,0.7989,9.8246,9.4219,1.0,4.3
1969,Ireland,280,Conservative,7.8389,6.0713,6.9898,75.0,45.66
1969,Ireland,318,Social democracy,7.1292,3.6252,3.1071,18.0,17.02
1969,Ireland,1393,Christian democracy,9.1708,6.4372,5.787000000000001,50.0,34.1
1969,Ireland,2216,no family,9.1708,6.4372,5.787000000000001,0.0,0.02
1970,Austria,50,Right-wing,1.9815,8.3494,8.5149,6.0,5.5
1970,Austria,769,Communist/Socialist,0.0,0.5,3.0,0.0,1.0
1970,Austria,973,Social democracy,8.4495,3.7293,3.4766,81.0,48.4
1970,Austria,1013,Christian democracy,8.8451,6.4733,7.6198,78.0,44.7
1970,Finland,66,Special issue,8.8451,6.4733,7.6198,1.0,0.4
1970,Finland,94,Agrarian,5.5267,5.8027,7.2203,36.0,17.1
1970,Finland,200,Agrarian,1.0945,6.6331,7.999,18.0,10.5
1970,Finland,395,Social democracy,8.621,3.5595,4.2417,52.0,23.4
1970,Finland,585,Liberal,8.5284,6.3906,3.8385,11.0,5.3
1970,Finland,1108,Social democracy,8.1,3.3,3.5,0.0,1.4
1970,Finland,1118,Conservative,9.0846,7.2451,5.5872,37.0,18.0
1970,Finland,1219,Liberal,9.05,5.7167,3.5,8.0,5.9
1970,Finland,1292,Communist/Socialist,5.165,2.1843,3.3406,36.0,16.6
1970,Finland,1463,Christian democracy,3.2103,7.1884,8.3076,1.0,1.1
1970,Sweden,282,Christian democracy,7.8597,7.195,7.9997,0.0,1.8
1970,Sweden,657,Conservative,8.5872,7.8907,5.6977,41.0,11.5
1970,Sweden,882,Communist/Socialist,1.2042,1.5464,2.4562,17.0,4.8
1970,Sweden,892,Liberal,9.4643,6.2906,2.8515,58.0,16.2
1970,Sweden,904,Social democracy,7.4445,3.4447,4.4407,163.0,45.3
1970,Sweden,1461,Agrarian,5.5679,5.8084,6.0583,71.0,19.9
1970,United Kingdom,311,Special issue,7.8314,3.1183,3.7107,0.0,0.6
1970,United Kingdom,349,Special issue,7.8314,3.1183,3.7107,2.0,0.5
1970,United Kingdom,453,no family,7.8314,3.1183,3.7107,1.0,0.5
1970,United Kingdom,659,Liberal,9.2231,4.2875,2.6109,6.0,7.5
1970,United Kingdom,773,Conservative,2.3243,7.4261,7.1901,330.0,46.4
1970,United Kingdom,1092,to be coded,2.3243,7.4261,7.1901,1.0,0.1
1970,United Kingdom,1284,Social democracy,7.8641,3.5871,3.9623,1.0,1.1
1970,United Kingdom,1556,Social democracy,6.9923,4.3562,4.2779,288.0,43.1
1970,United Kingdom,2296,no family,6.9923,4.3562,4.2779,1.0,0.1
1971,Austria,50,Right-wing,1.9815,8.3494,8.5149,10.0,5.5
1971,Austria,769,Communist/Socialist,0.0,0.5,3.0,0.0,1.4
1971,Austria,973,Social democracy,8.4495,3.7293,3.4766,93.0,50.0
1971,Austria,1013,Christian democracy,8.8451,6.4733,7.6198,80.0,43.1
1971,Belgium,167,Social democracy,8.1,2.5,3.5,61.0,27.2
1971,Belgium,290,Right-wing,6.4243,6.5321,6.06,21.0,11.1
1971,Belgium,454,Liberal,9.0856,6.8551,4.4381,11.0,5.66
1971,Belgium,460,Social democracy,8.1,2.6,3.5,14.0,6.7
1971,Belgium,640,Liberal,8.7,6.0,3.5,3.0,1.3
1971,Belgium,708,Communist/Socialist,4.45,1.4,3.0,5.0,3.1
1971,Belgium,723,Christian democracy,8.9013,5.7667,7.2083,47.0,19.7
1971,Belgium,969,Liberal,8.7274,6.1259,5.8,10.0,4.5
1971,Belgium,1110,Liberal,8.7549,7.0053,3.7139,20.0,9.48
1971,Belgium,1192,Christian democracy,8.7795,5.4974,6.6409,20.0,10.4
1971,Belgium,2052,no family,8.7795,5.4974,6.6409,0.0,0.42
1971,Denmark,189,Communist/Socialist,0.7333,0.8,3.0,0.0,1.6
1971,Denmark,211,Liberal,7.8594,4.8736,2.3903,27.0,14.3
1971,Denmark,590,Conservative,7.7791,7.2186,6.5055,31.0,16.7
1971,Denmark,1239,Communist/Socialist,0.4167,1.0,3.0,0.0,1.4
1971,Denmark,1331,Christian democracy,5.8301,5.6982,7.0474,0.0,2.0
1971,Denmark,1605,Liberal,9.0268,7.292000000000001,4.9957,30.0,15.6
1971,Denmark,1606,Liberal,0.2333,6.0,3.5,0.0,1.7
1971,Denmark,1629,Social democracy,7.4311,3.8011,4.2722,70.0,37.3
1971,Denmark,1634,no family,7.4311,3.8011,4.2722,4.0,37.3
1971,Denmark,1644,Green/Ecologist,3.5917,2.1347,2.1476,17.0,9.1
1971,Malta,217,Conservative,3.5917,7.4,7.0,0.0,1.04
1971,Malta,984,Conservative,3.5917,5.7143,6.9173,27.0,48.05
1971,Malta,1003,Social democracy,3.5917,4.2105,6.3158,28.0,50.84
1971,Netherlands,87,Conservative,7.9,7.4,7.0,2.0,1.51
1971,Netherlands,300,Christian democracy,8.2894,5.8067,6.7724,13.0,8.59
1971,Netherlands,342,Green/Ecologist,5.0,1.6,1.8,2.0,1.84
1971,Netherlands,345,Liberal,8.6233,4.5066,1.7625,11.0,6.78
1971,Netherlands,402,Conservative,8.4641,3.8433,3.5288,8.0,5.33
1971,Netherlands,405,Christian democracy,8.2894,5.8067,6.7724,10.0,6.32
1971,Netherlands,451,Christian democracy,7.7157,5.9473,6.6882,35.0,21.84
1971,Netherlands,625,Conservative,3.4848,8.1444,8.6364,2.0,1.61
1971,Netherlands,742,Social democracy,7.9904,3.6118,3.2028,39.0,24.6
1971,Netherlands,1194,Communist/Socialist,5.0,0.8,3.0,6.0,3.9
1971,Netherlands,1251,Conservative,2.9307,8.7531,9.7744,3.0,2.35
1971,Netherlands,1409,Liberal,5.9471,7.3482,4.3887,16.0,10.34
1971,Netherlands,1452,Communist/Socialist,5.0,0.6,3.0,2.0,1.44
1971,Netherlands,1595,Agrarian,5.4,5.3,6.5,1.0,1.1
1971,Netherlands,2110,no family,5.4,5.3,6.5,0.0,0.43
1972,Finland,66,Special issue,5.4,5.3,6.5,1.0,0.3
1972,Finland,94,Agrarian,5.5267,5.8027,7.2203,35.0,16.4
1972,Finland,200,Agrarian,1.0945,6.6331,7.999,18.0,9.16
1972,Finland,395,Social democracy,8.621,3.5595,4.2417,55.0,25.78
1972,Finland,585,Liberal,8.5284,6.3906,3.8385,9.0,5.1
1972,Finland,1108,Social democracy,8.1,3.3,3.5,0.0,1.0
1972,Finland,1118,Conservative,9.0846,7.2451,5.5872,34.0,17.58
1972,Finland,1219,Liberal,9.05,5.7167,3.5,7.0,5.2
1972,Finland,1292,Communist/Socialist,5.165,2.1843,3.3406,37.0,17.01
1972,Finland,1463,Christian democracy,3.2103,7.1884,8.3076,4.0,2.5
1972,Germany,543,Liberal,8.4855,5.9233,3.0695,41.0,8.4
1972,Germany,558,Social democracy,7.9318,3.6451,3.9791,230.0,45.8
1972,Germany,808,Christian democracy,8.5024,6.2503,6.9333,177.0,35.2
1972,Germany,1180,Christian democracy,6.667999999999999,7.2871,7.8675,48.0,9.7
1972,Germany,1537,Right-wing,0.7989,9.8246,9.4219,0.0,0.6
1972,Italy,93,Liberal,9.0278,4.9704,5.1667,15.0,2.9
1972,Italy,242,Social democracy,8.8222,4.6206,2.99,29.0,5.1
1972,Italy,487,Liberal,7.5,6.45,3.5,20.0,3.9
1972,Italy,831,Right-wing,2.3,9.1778,8.5,56.0,8.7
1972,Italy,974,Special issue,2.3,9.1778,8.5,1.0,0.1
1972,Italy,1030,Special issue,7.6083,5.4,6.9,3.0,0.46
1972,Italy,1088,Communist/Socialist,3.3,1.6,3.0,179.0,27.2
1972,Italy,1475,Social democracy,8.75,3.7722,3.5,61.0,9.6
1972,Italy,1593,Communist/Socialist,3.3,1.3,3.0,0.0,1.9
1972,Italy,1633,Christian democracy,8.9667,5.6611,7.2,266.0,38.7
1972,Netherlands,87,Conservative,7.9,7.4,7.0,0.0,0.56
1972,Netherlands,300,Christian democracy,8.2894,5.8067,6.7724,14.0,8.84
1972,Netherlands,342,Green/Ecologist,5.0,1.6,1.8,7.0,4.8
1972,Netherlands,345,Liberal,8.6233,4.5066,1.7625,6.0,4.15
1972,Netherlands,402,Conservative,8.4641,3.8433,3.5288,6.0,4.12
1972,Netherlands,405,Christian democracy,8.2894,5.8067,6.7724,7.0,4.79
1972,Netherlands,451,Christian democracy,7.7157,5.9473,6.6882,27.0,17.65
1972,Netherlands,625,Conservative,3.4848,8.1444,8.6364,2.0,1.77
1972,Netherlands,742,Social democracy,7.9904,3.6118,3.2028,43.0,27.34
1972,Netherlands,1194,Communist/Socialist,5.0,0.8,3.0,7.0,4.47
1972,Netherlands,1251,Conservative,2.9307,8.7531,9.7744,3.0,2.21
1972,Netherlands,1409,Liberal,5.9471,7.3482,4.3887,22.0,14.45
1972,Netherlands,1452,Communist/Socialist,5.0,0.6,3.0,2.0,1.5
1972,Netherlands,1595,Agrarian,5.4,5.3,6.5,3.0,1.94
1972,Netherlands,2288,no family,5.4,5.3,6.5,1.0,0.92
1973,Denmark,189,Communist/Socialist,0.7333,0.8,3.0,0.0,1.5
1973,Denmark,211,Liberal,7.8594,4.8736,2.3903,20.0,11.2
1973,Denmark,538,Liberal,8.7,6.0,3.5,1.0,11.2
1973,Denmark,590,Conservative,7.7791,7.2186,6.5055,16.0,9.2
1973,Denmark,812,Special issue,7.7791,7.2186,6.5055,1.0,9.2
1973,Denmark,978,Liberal,1.4475,9.0259,6.6509,27.0,15.9
1973,Denmark,1239,Communist/Socialist,0.4167,1.0,3.0,6.0,3.6
1973,Denmark,1324,Conservative,9.1468,5.5609,4.9307,13.0,7.8
1973,Denmark,1331,Christian democracy,5.8301,5.6982,7.0474,7.0,4.0
1973,Denmark,1605,Liberal,9.0268,7.292000000000001,4.9957,22.0,12.3
1973,Denmark,1606,Liberal,0.2333,6.0,3.5,5.0,2.9
1973,Denmark,1629,Social democracy,7.4311,3.8011,4.2722,46.0,25.6
1973,Denmark,1634,no family,7.4311,3.8011,4.2722,4.0,25.6
1973,Denmark,1644,Green/Ecologist,3.5917,2.1347,2.1476,11.0,6.0
1973,France,59,Conservative,8.246,7.0577,6.1743,54.0,7.2
1973,France,213,Christian democracy,8.9659,5.8695,5.4033,30.0,13.3
1973,France,516,Communist/Socialist,3.3,1.3,3.0,2.0,2.0
1973,France,686,Communist/Socialist,2.3595,1.3741,4.5083,73.0,21.4
1973,France,885,Christian democracy,9.0869,5.8695,5.4033,21.0,3.8
1973,France,1094,Conservative,7.9,8.2,7.0,178.0,26.0
1973,France,1176,Communist/Socialist,3.3,0.0,3.0,0.0,0.8
1973,France,1414,Conservative,7.2286,7.5636,7.2219,15.0,3.4
1973,France,1492,Social democracy,7.9361,4.0813,4.2381,11.0,1.7
1973,France,1539,Social democracy,7.9448,3.2493,2.9367,89.0,19.1
1973,Ireland,30,no family,7.9448,3.2493,2.9367,2.0,19.1
1973,Ireland,280,Conservative,7.8389,6.0713,6.9898,69.0,46.24
1973,Ireland,318,Social democracy,7.1292,3.6252,3.1071,19.0,13.71
1973,Ireland,433,Communist/Socialist,3.3,1.3,3.0,0.0,1.14
1973,Ireland,1393,Christian democracy,9.1708,6.4372,5.787000000000001,54.0,35.08
1973,Sweden,282,Christian democracy,7.8597,7.195,7.9997,0.0,1.8
1973,Sweden,657,Conservative,8.5872,7.8907,5.6977,51.0,14.3
1973,Sweden,882,Communist/Socialist,1.2042,1.5464,2.4562,19.0,5.3
1973,Sweden,892,Liberal,9.4643,6.2906,2.8515,34.0,9.4
1973,Sweden,904,Social democracy,7.4445,3.4447,4.4407,156.0,43.6
1973,Sweden,1461,Agrarian,5.5679,5.8084,6.0583,90.0,25.1
1974,Belgium,167,Social democracy,8.1,2.5,3.5,59.0,26.7
1974,Belgium,256,Communist/Socialist,3.3,1.3,3.0,0.0,0.3
1974,Belgium,290,Right-wing,6.4243,6.5321,6.06,22.0,10.2
1974,Belgium,454,Liberal,9.0856,6.8551,4.4381,9.0,5.6
1974,Belgium,460,Social democracy,8.1,2.6,3.5,13.0,5.9
1974,Belgium,640,Liberal,8.7,6.0,3.5,3.0,5.9
1974,Belgium,708,Communist/Socialist,4.45,1.4,3.0,4.0,3.2
1974,Belgium,723,Christian democracy,8.9013,5.7667,7.2083,50.0,23.3
1974,Belgium,969,Liberal,8.7274,6.1259,5.8,9.0,5.0
1974,Belgium,1110,Liberal,8.7549,7.0053,3.7139,21.0,9.6
1974,Belgium,1192,Christian democracy,8.7795,5.4974,6.6409,22.0,9.1
1974,Greece,47,Christian democracy,8.9869,6.7365,6.6712,220.0,54.4
1974,Greece,489,Liberal,8.7,6.0,3.5,60.0,20.4
1974,Greece,614,Communist/Socialist,0.2722,1.253,5.1503,8.0,9.5
1974,Greece,1338,Social democracy,9.2535,4.4968,3.6025,12.0,13.6
1974,Greece,2230,Right-wing,2.3,8.8,8.5,0.0,1.1
1974,Luxembourg,151,Communist/Socialist,2.3,1.3,3.0,5.0,10.47
1974,Luxembourg,701,Social democracy,2.3,3.2895,1.3158,17.0,27.0
1974,Luxembourg,967,Liberal,2.3,6.5789,2.7632,14.0,22.23
1974,Luxembourg,1134,Social democracy,2.3,3.3,3.5,5.0,9.2
1974,Luxembourg,1234,Christian democracy,2.3,6.4474,7.5,18.0,27.85
1974,Luxembourg,2149,no family,2.3,6.4474,7.5,0.0,0.62
1974,United Kingdom,311,Special issue,7.8314,3.1183,3.7107,2.5,0.6
1974,United Kingdom,319,Conservative,7.9,7.4,7.0,1.0,0.6
1974,United Kingdom,453,no family,7.9,7.4,7.0,2.0,0.6
1974,United Kingdom,646,Right-wing,2.3,8.8,8.5,3.0,0.6
1974,United Kingdom,659,Liberal,9.2231,4.2875,2.6109,13.5,18.8
1974,United Kingdom,773,Conservative,2.3243,7.4261,7.1901,287.0,36.9
1974,United Kingdom,1023,Social democracy,8.6667,3.3,3.5,1.0,0.5
1974,United Kingdom,1126,Right-wing,2.3,8.8,8.5,0.0,0.30000000000000004
1974,United Kingdom,1210,Conservative,7.9,8.3,7.0,6.5,0.30000000000000004
1974,United Kingdom,1284,Social democracy,7.8641,3.5871,3.9623,9.0,2.45
1974,United Kingdom,1363,to be coded,7.8641,3.5871,3.9623,9.0,1.285
1974,United Kingdom,1556,Social democracy,6.9923,4.3562,4.2779,310.0,38.2
1974,United Kingdom,1599,no family,6.9923,4.3562,4.2779,1.0,38.2
1975,Austria,50,Right-wing,1.9815,8.3494,8.5149,10.0,5.4
1975,Austria,769,Communist/Socialist,0.0,0.5,3.0,0.0,1.2
1975,Austria,973,Social democracy,8.4495,3.7293,3.4766,93.0,50.4
1975,Austria,1013,Christian democracy,8.8451,6.4733,7.6198,80.0,42.9
1975,Denmark,189,Communist/Socialist,0.7333,0.8,3.0,4.0,2.1
1975,Denmark,211,Liberal,7.8594,4.8736,2.3903,13.0,7.1
1975,Denmark,590,Conservative,7.7791,7.2186,6.5055,10.0,5.5
1975,Denmark,812,Special issue,7.7791,7.2186,6.5055,1.0,5.5
1975,Denmark,978,Liberal,1.4475,9.0259,6.6509,24.0,13.6
1975,Denmark,1239,Communist/Socialist,0.4167,1.0,3.0,7.0,4.2
1975,Denmark,1324,Conservative,9.1468,5.5609,4.9307,3.0,2.2
1975,Denmark,1331,Christian democracy,5.8301,5.6982,7.0474,9.0,5.3
